customer_id,customer_city,customer_region,signup_date,acquisition_channel
cust_00073,Bengaluru,South,2025-09-30,paid_search
cust_00074,Lucknow,North,2024-05-01,affiliate
cust_00075,Hyderabad,South,2024-07-18,paid_search
cust_00076,Chennai,South,2025-06-01,organic
cust_00077,Bhubaneswar,East,2024-06-03,organic
cust_00078,Kolkata,East,2025-07-30,affiliate
cust_00079,Ahmedabad,West,2024-10-25,affiliate
cust_00080,Guwahati,East,2024-10-09,organic
cust_00081,Chennai,South,2024-11-13,social
cust_00082,Pune,West,2025-07-12,organic
cust_00083,Lucknow,North,2024-01-04,paid_search
cust_00084,Lucknow,North,2025-06-09,organic
cust_00085,Delhi,North,2025-06-29,email
cust_00086,Ahmedabad,West,2025-07-28,affiliate
cust_00087,Hyderabad,South,2025-11-28,organic
cust_00088,Lucknow,North,2025-07-01,paid_search
cust_00089,Bhubaneswar,East,2025-01-05,organic
cust_00090,Chandigarh,North,2024-11-22,organic
cust_00091,Kolkata,East,2024-09-28,organic
cust_00092,Chennai,South,2025-08-02,organic
cust_00093,Bengaluru,South,2024-10-01,affiliate
cust_00094,Chennai,South,2025-02-04,organic
cust_00095,Kolkata,East,2024-03-08,email
cust_00096,Chennai,South,2024-08-10,organic
cust_00097,Chandigarh,North,2024-07-05,paid_search
cust_00098,Delhi,North,2024-10-31,paid_search
cust_00099,Raipur,Central,2024-12-17,affiliate
cust_00100,Nagpur,Central,2025-05-16,organic
cust_00101,Guwahati,East,2024-10-29,organic
cust_00102,Bengaluru,South,2024-04-15,social
cust_00103,Raipur,Central,2025-01-16,social
cust_00104,Mumbai,West,2024-02-08,social
cust_00105,Pune,West,2025-08-17,organic
cust_00106,Chennai,South,2025-06-23,organic
cust_00107,Chennai,South,2024-06-06,email
cust_00108,Chandigarh,North,2024-07-03,social
cust_00109,Raipur,Central,2024-01-20,social
cust_00110,Bengaluru,South,2024-09-12,organic
cust_00111,Hyderabad,South,2024-01-27,organic
cust_00112,Bengaluru,South,2025-10-17,affiliate
cust_00113,Kolkata,East,2024-04-03,social
cust_00114,Delhi,North,2025-04-06,organic
cust_00115,Ahmedabad,West,2025-02-03,affiliate
cust_00116,Mumbai,West,2024-06-14,paid_search
cust_00117,Pune,West,2025-07-19,organic
cust_00118,Chennai,South,2024-03-17,paid_search
cust_00119,Guwahati,East,2025-09-12,social
cust_00120,Bhubaneswar,East,2025-06-02,paid_search
cust_00121,Guwahati,East,2025-03-20,paid_search
cust_00122,Lucknow,North,2025-09-07,social
cust_00123,Hyderabad,South,2024-10-09,organic
cust_00124,Lucknow,North,2024-07-16,affiliate
cust_00125,Kolkata,East,2024-04-18,paid_search
cust_00126,Chennai,South,2025-10-09,paid_search
cust_00127,Chandigarh,North,2024-10-07,social
cust_00128,Delhi,North,2025-08-03,social
cust_00129,Kolkata,East,2024-08-20,paid_search
cust_00130,Delhi,North,2025-10-30,social
cust_00131,Raipur,Central,2025-09-01,email
cust_00132,Bhubaneswar,East,2024-08-03,email
cust_00133,Bengaluru,South,2024-12-06,email
cust_00134,Guwahati,East,2025-07-09,organic
cust_00135,Lucknow,North,2024-06-07,paid_search
cust_00136,Raipur,Central,2024-01-17,paid_search
cust_00137,Guwahati,East,2024-07-21,organic
cust_00138,Ahmedabad,West,2025-02-17,social
cust_00139,Delhi,North,2024-04-05,organic
cust_00140,Guwahati,East,2024-08-21,organic
cust_00141,Bhubaneswar,East,2025-10-05,organic
cust_00142,Nagpur,Central,2024-02-22,organic
cust_00143,Bhubaneswar,East,2024-02-05,organic
cust_00144,Chennai,South,2024-10-23,social
cust_00145,Chennai,South,2024-01-09,paid_search
cust_00146,Hyderabad,South,2024-01-20,organic
cust_00147,Kolkata,East,2024-05-08,organic
cust_00148,Bengaluru,South,2024-03-12,email
cust_00149,Delhi,North,2025-07-21,organic
cust_00150,Ahmedabad,West,2024-03-26,paid_search
cust_00151,Nagpur,Central,2025-01-01,paid_search
cust_00152,Chandigarh,North,2025-05-08,paid_search
cust_00153,Bhubaneswar,East,2025-03-14,email
cust_00154,Chandigarh,North,2025-04-02,social
cust_00155,Bhubaneswar,East,2024-09-07,affiliate
cust_00156,Bengaluru,South,2025-09-14,email
cust_00157,Kolkata,East,2024-02-18,organic
cust_00158,Ahmedabad,West,2024-03-16,organic
cust_00159,Pune,West,2025-08-22,paid_search
cust_00160,Delhi,North,2024-02-17,paid_search
cust_00161,Nagpur,Central,2024-05-14,paid_search
cust_00162,Chennai,South,2024-05-01,organic
cust_00163,Delhi,North,2024-01-24,organic
cust_00164,Kolkata,East,2024-03-22,paid_search
cust_00165,Hyderabad,South,2025-02-04,social
cust_00166,Mumbai,West,2025-04-07,social
cust_00167,Mumbai,West,2024-02-28,affiliate
cust_00168,Chennai,South,2025-10-21,organic
cust_00169,Nagpur,Central,2024-03-08,paid_search
cust_00170,Hyderabad,South,2025-04-25,affiliate
cust_00171,Guwahati,East,2025-07-14,social
cust_00172,Bengaluru,South,2024-12-30,paid_search
cust_00173,Nagpur,Central,2024-12-10,paid_search
cust_00174,Delhi,North,2024-03-17,organic
cust_00175,Chandigarh,North,2024-06-18,email
cust_00176,Bengaluru,South,2025-08-18,social
cust_00177,Bhopal,Central,2024-09-01,paid_search
cust_00178,Raipur,Central,2024-01-25,paid_search
cust_00179,Mumbai,West,2025-05-25,paid_search
cust_00180,Nagpur,Central,2025-04-23,organic
cust_00181,Bhopal,Central,2024-02-16,social
cust_00182,Guwahati,East,2024-02-05,paid_search
cust_00183,Hyderabad,South,2024-03-22,organic
cust_00184,Pune,West,2024-02-05,paid_search
cust_00185,Guwahati,East,2025-03-07,affiliate
cust_00186,Chennai,South,2024-04-02,paid_search
cust_00187,Delhi,North,2025-02-28,paid_search
cust_00188,Mumbai,West,2024-05-03,social
cust_00189,Bengaluru,South,2025-11-11,email
cust_00190,Bhopal,Central,2025-05-23,social
cust_00191,Bengaluru,South,2024-09-19,email
cust_00192,Delhi,North,2024-10-27,organic
cust_00193,Pune,West,2024-02-15,affiliate
cust_00194,Delhi,North,2024-02-08,email
cust_00195,Chandigarh,North,2025-01-11,paid_search
cust_00196,Bhubaneswar,East,2024-01-16,social
cust_00197,Raipur,Central,2025-03-22,organic
cust_00198,Chennai,South,2024-09-24,paid_search
cust_00199,Hyderabad,South,2024-04-07,organic
cust_00200,Pune,West,2025-01-09,organic
cust_00201,Bhopal,Central,2025-01-22,affiliate
cust_00202,Bhubaneswar,East,2025-06-06,organic
cust_00203,Chandigarh,North,2024-05-18,paid_search
cust_00204,Chandigarh,North,2025-01-18,organic
cust_00205,Chennai,South,2025-08-14,paid_search
cust_00206,Chandigarh,North,2024-07-07,paid_search
cust_00207,Kolkata,East,2025-08-07,organic
cust_00208,Delhi,North,2025-05-21,social
cust_00209,Guwahati,East,2024-10-27,affiliate
cust_00210,Guwahati,East,2025-09-10,paid_search
cust_00211,Kolkata,East,2025-11-07,affiliate
cust_00212,Hyderabad,South,2024-06-14,social
cust_00213,Ahmedabad,West,2025-11-16,social
cust_00214,Mumbai,West,2024-01-02,organic
cust_00215,Ahmedabad,West,2024-03-31,organic
cust_00216,Chandigarh,North,2024-01-31,email
cust_00217,Lucknow,North,2024-09-14,paid_search
cust_00218,Nagpur,Central,2025-10-17,paid_search
cust_00219,Chennai,South,2025-02-24,email
cust_00220,Bengaluru,South,2025-03-07,organic
cust_00221,Kolkata,East,2024-02-29,email
cust_00222,Bhubaneswar,East,2024-12-27,organic
cust_00223,Raipur,Central,2024-09-24,affiliate
cust_00224,Hyderabad,South,2024-12-01,organic
cust_00225,Raipur,Central,2024-07-01,organic
cust_00226,Chandigarh,North,2024-05-21,social
cust_00227,Bhubaneswar,East,2025-10-28,organic
cust_00228,Bhubaneswar,East,2025-01-25,affiliate
cust_00229,Lucknow,North,2024-10-15,social
cust_00230,Delhi,North,2024-02-21,organic
cust_00231,Bengaluru,South,2025-06-17,organic
cust_00232,Raipur,Central,2024-11-26,affiliate
cust_00233,Bhubaneswar,East,2024-09-27,social
cust_00234,Nagpur,Central,2025-04-11,email
cust_00235,Ahmedabad,West,2024-04-02,organic
cust_00236,Hyderabad,South,2025-01-08,affiliate
cust_00237,Mumbai,West,2025-08-27,paid_search
cust_00238,Chandigarh,North,2024-11-20,social
cust_00239,Chandigarh,North,2024-01-01,paid_search
cust_00240,Ahmedabad,West,2024-06-09,organic
cust_00241,Ahmedabad,West,2024-02-09,affiliate
cust_00242,Chennai,South,2024-12-16,affiliate
cust_00243,Guwahati,East,2024-09-12,paid_search
cust_00244,Bhubaneswar,East,2024-04-02,affiliate
cust_00245,Ahmedabad,West,2025-04-25,organic
cust_00246,Bhubaneswar,East,2024-05-03,organic
cust_00247,Chennai,South,2024-08-27,organic
cust_00248,Chennai,South,2025-11-22,paid_search
cust_00249,Hyderabad,South,2024-02-16,organic
cust_00250,Bhubaneswar,East,2024-06-22,paid_search
cust_00251,Mumbai,West,2024-08-10,organic
cust_00252,Bengaluru,South,2024-12-22,social
cust_00253,Chennai,South,2024-06-20,email
cust_00254,Hyderabad,South,2025-11-10,social
cust_00255,Pune,West,2024-01-04,organic
cust_00256,Pune,West,2025-10-25,social
cust_00257,Lucknow,North,2025-01-09,organic
cust_00258,Chandigarh,North,2024-01-27,social
cust_00259,Guwahati,East,2024-03-22,paid_search
cust_00260,Chandigarh,North,2024-03-13,paid_search
cust_00261,Ahmedabad,West,2024-07-20,organic
cust_00262,Hyderabad,South,2024-08-21,email
cust_00263,Chandigarh,North,2025-03-24,affiliate
cust_00264,Bhopal,Central,2024-08-05,social
cust_00265,Chandigarh,North,2025-05-22,affiliate
cust_00266,Bengaluru,South,2024-07-24,affiliate
cust_00267,Chandigarh,North,2024-07-03,organic
cust_00268,Delhi,North,2024-07-11,social
cust_00269,Chandigarh,North,2024-08-18,paid_search
cust_00270,Chandigarh,North,2025-08-09,paid_search
cust_00271,Delhi,North,2024-06-21,organic
cust_00272,Delhi,North,2024-07-10,affiliate
cust_00273,Bhubaneswar,East,2025-10-31,social
cust_00274,Kolkata,East,2025-04-02,organic
cust_00275,Hyderabad,South,2024-05-13,paid_search
cust_00276,Hyderabad,South,2025-08-30,paid_search
cust_00277,Guwahati,East,2024-05-08,social
cust_00278,Bhopal,Central,2024-04-23,affiliate
cust_00279,Ahmedabad,West,2024-11-07,organic
cust_00280,Chandigarh,North,2025-04-28,paid_search
cust_00281,Chennai,South,2024-05-12,paid_search
cust_00282,Bengaluru,South,2025-06-11,paid_search
cust_00283,Chennai,South,2024-04-19,paid_search
cust_00284,Guwahati,East,2025-07-01,organic
cust_00285,Bengaluru,South,2024-03-08,organic
cust_00286,Delhi,North,2024-11-21,paid_search
cust_00287,Chennai,South,2025-03-24,email
cust_00288,Bhubaneswar,East,2024-07-04,paid_search
cust_00289,Chandigarh,North,2025-03-04,organic
cust_00290,Pune,West,2025-04-27,social
cust_00291,Delhi,North,2025-03-31,affiliate
cust_00292,Bhopal,Central,2024-10-04,paid_search
cust_00293,Delhi,North,2025-06-25,organic
cust_00294,Mumbai,West,2025-05-27,social
cust_00295,Raipur,Central,2024-08-16,paid_search
cust_00296,Raipur,Central,2025-05-28,social
cust_00297,Pune,West,2025-10-04,organic
cust_00298,Mumbai,West,2025-07-25,organic
cust_00299,Bhubaneswar,East,2025-05-28,paid_search
cust_00300,Ahmedabad,West,2025-06-20,social
cust_00301,Delhi,North,2025-07-17,paid_search
cust_00302,Bhubaneswar,East,2024-07-21,organic
cust_00303,Bhubaneswar,East,2025-05-19,paid_search
cust_00304,Mumbai,West,2024-05-19,social
cust_00305,Chennai,South,2024-09-07,organic
cust_00306,Chennai,South,2025-10-16,social
cust_00307,Bhubaneswar,East,2024-07-17,social
cust_00308,Hyderabad,South,2025-08-13,paid_search
cust_00309,Chandigarh,North,2024-10-22,affiliate
cust_00310,Bengaluru,South,2024-05-26,email
cust_00311,Bengaluru,South,2024-03-08,organic
cust_00312,Chennai,South,2025-01-18,organic
cust_00313,Hyderabad,South,2024-11-11,organic
cust_00314,Bengaluru,South,2024-12-23,organic
cust_00315,Bengaluru,South,2024-01-31,paid_search
cust_00316,Hyderabad,South,2024-07-06,email
cust_00317,Bhubaneswar,East,2024-01-03,email
cust_00318,Bengaluru,South,2024-07-30,organic
cust_00319,Bhopal,Central,2025-10-14,paid_search
cust_00320,Nagpur,Central,2024-04-16,organic
cust_00321,Bhubaneswar,East,2025-04-27,paid_search
cust_00322,Chennai,South,2024-01-05,organic
cust_00323,Kolkata,East,2025-01-28,affiliate
cust_00324,Pune,West,2025-10-06,email
cust_00325,Guwahati,East,2024-08-26,organic
cust_00326,Mumbai,West,2024-05-18,social
cust_00327,Bhubaneswar,East,2025-02-03,paid_search
cust_00328,Kolkata,East,2024-07-14,email
cust_00329,Chennai,South,2025-09-16,paid_search
cust_00330,Mumbai,West,2025-08-17,organic
cust_00331,Bengaluru,South,2025-04-01,social
cust_00332,Guwahati,East,2025-03-23,organic
cust_00333,Mumbai,West,2025-02-25,paid_search
cust_00334,Lucknow,North,2025-05-29,organic
cust_00335,Bhubaneswar,East,2024-11-18,social
cust_00336,Chandigarh,North,2025-11-09,email
cust_00337,Pune,West,2024-08-29,organic
cust_00338,Chandigarh,North,2024-01-07,paid_search
cust_00339,Nagpur,Central,2025-05-03,social
cust_00340,Lucknow,North,2025-04-08,organic
cust_00341,Raipur,Central,2025-11-17,paid_search
cust_00342,Mumbai,West,2024-10-03,social
cust_00343,Guwahati,East,2024-10-24,paid_search
cust_00344,Mumbai,West,2025-01-28,email
cust_00345,Ahmedabad,West,2024-10-01,paid_search
cust_00346,Bhopal,Central,2025-07-03,social
cust_00347,Bengaluru,South,2024-10-26,organic
cust_00348,Guwahati,East,2025-07-02,organic
cust_00349,Lucknow,North,2024-10-24,organic
cust_00350,Kolkata,East,2024-06-06,email
cust_00351,Chandigarh,North,2025-11-24,email
cust_00352,Bhubaneswar,East,2025-01-03,email
cust_00353,Bhubaneswar,East,2025-05-09,organic
cust_00354,Chennai,South,2025-02-17,paid_search
cust_00355,Guwahati,East,2024-09-08,email
cust_00356,Ahmedabad,West,2025-11-11,social
cust_00357,Pune,West,2024-09-17,organic
cust_00358,Guwahati,East,2025-11-26,email
cust_00359,Guwahati,East,2024-10-28,organic
cust_00360,Bhopal,Central,2024-01-16,organic
cust_00361,Lucknow,North,2024-01-26,email
cust_00362,Lucknow,North,2025-11-12,paid_search
cust_00363,Delhi,North,2025-01-04,paid_search
cust_00364,Guwahati,East,2024-09-28,paid_search
cust_00365,Hyderabad,South,2025-07-21,affiliate
cust_00366,Pune,West,2025-03-08,organic
cust_00367,Bhubaneswar,East,2025-04-07,social
cust_00368,Chennai,South,2025-04-24,organic
cust_00369,Raipur,Central,2024-05-18,organic
cust_00370,Ahmedabad,West,2024-03-02,paid_search
cust_00371,Hyderabad,South,2025-05-24,paid_search
cust_00372,Chennai,South,2024-01-16,organic
cust_00373,Bengaluru,South,2025-05-18,paid_search
cust_00374,Lucknow,North,2024-03-31,social
cust_00375,Delhi,North,2024-07-02,paid_search
cust_00376,Bhopal,Central,2025-05-10,social
cust_00377,Bengaluru,South,2025-03-12,email
cust_00378,Hyderabad,South,2025-07-01,paid_search
cust_00379,Pune,West,2025-03-03,paid_search
cust_00380,Kolkata,East,2024-02-03,paid_search
cust_00381,Bhopal,Central,2025-08-10,paid_search
cust_00382,Pune,West,2024-05-31,organic
cust_00383,Hyderabad,South,2024-04-05,organic
cust_00384,Hyderabad,South,2025-09-06,organic
cust_00385,Nagpur,Central,2024-05-16,paid_search
cust_00386,Pune,West,2025-01-10,affiliate
cust_00387,Raipur,Central,2024-12-06,paid_search
cust_00388,Lucknow,North,2025-06-22,paid_search
cust_00389,Mumbai,West,2024-01-31,paid_search
cust_00390,Guwahati,East,2024-03-15,social
cust_00391,Chandigarh,North,2024-10-17,paid_search
cust_00392,Guwahati,East,2024-11-27,paid_search
cust_00393,Kolkata,East,2025-07-05,social
cust_00394,Delhi,North,2025-02-28,organic
cust_00395,Hyderabad,South,2024-04-14,paid_search
cust_00396,Ahmedabad,West,2025-11-16,paid_search
cust_00397,Bengaluru,South,2024-11-17,social
cust_00398,Hyderabad,South,2025-11-06,affiliate
cust_00399,Bengaluru,South,2025-11-23,email
cust_00400,Hyderabad,South,2024-02-06,paid_search
cust_00401,Bhopal,Central,2024-12-20,organic
cust_00402,Mumbai,West,2024-10-22,paid_search
cust_00403,Lucknow,North,2024-12-14,email
cust_00404,Raipur,Central,2024-08-04,affiliate
cust_00405,Bhopal,Central,2025-01-26,email
cust_00406,Bengaluru,South,2024-12-10,organic
cust_00407,Pune,West,2024-05-10,social
cust_00408,Delhi,North,2024-07-20,email
cust_00409,Raipur,Central,2024-04-13,social
cust_00410,Guwahati,East,2025-08-13,social
cust_00411,Guwahati,East,2025-04-19,paid_search
cust_00412,Delhi,North,2024-09-28,social
cust_00413,Bhopal,Central,2024-10-04,organic
cust_00414,Lucknow,North,2024-02-25,organic
cust_00415,Bengaluru,South,2024-07-21,email
cust_00416,Chandigarh,North,2025-10-09,affiliate
cust_00417,Pune,West,2024-01-22,email
cust_00418,Hyderabad,South,2024-04-12,organic
cust_00419,Bhopal,Central,2025-08-15,organic
cust_00420,Guwahati,East,2024-12-30,organic
cust_00421,Lucknow,North,2024-01-23,email
cust_00422,Delhi,North,2024-12-08,social
cust_00423,Chandigarh,North,2025-06-08,affiliate
cust_00424,Kolkata,East,2024-08-29,paid_search
cust_00425,Pune,West,2024-09-24,paid_search
cust_00426,Bengaluru,South,2025-03-17,email
cust_00427,Mumbai,West,2025-02-23,organic
cust_00428,Chandigarh,North,2025-09-24,affiliate
cust_00429,Pune,West,2024-06-22,paid_search
cust_00430,Bhopal,Central,2024-07-12,organic
cust_00431,Mumbai,West,2024-04-18,organic
cust_00432,Kolkata,East,2025-04-10,email
cust_00433,Ahmedabad,West,2025-01-08,social
cust_00434,Chandigarh,North,2024-08-30,social
cust_00435,Bengaluru,South,2025-05-01,email
cust_00436,Delhi,North,2024-09-20,paid_search
cust_00437,Guwahati,East,2024-05-16,email
cust_00438,Mumbai,West,2025-01-12,affiliate
cust_00439,Guwahati,East,2024-11-01,organic
cust_00440,Pune,West,2024-10-10,social
cust_00441,Delhi,North,2024-11-07,organic
cust_00442,Mumbai,West,2025-10-01,organic
cust_00443,Bengaluru,South,2024-05-31,paid_search
cust_00444,Hyderabad,South,2024-07-12,email
cust_00445,Pune,West,2025-01-30,organic
cust_00446,Nagpur,Central,2024-02-02,paid_search
cust_00447,Kolkata,East,2024-04-12,social
cust_00448,Lucknow,North,2025-01-31,organic
cust_00449,Kolkata,East,2024-12-22,email
cust_00450,Chandigarh,North,2025-04-01,affiliate
cust_00451,Raipur,Central,2024-03-20,organic
cust_00452,Ahmedabad,West,2025-08-20,organic
cust_00453,Chandigarh,North,2024-12-05,affiliate
cust_00454,Lucknow,North,2024-04-18,organic
cust_00455,Bengaluru,South,2024-08-06,organic
cust_00456,Raipur,Central,2024-06-08,affiliate
cust_00457,Chennai,South,2024-11-12,email
cust_00458,Pune,West,2024-11-24,social
cust_00459,Kolkata,East,2024-10-30,paid_search
cust_00460,Guwahati,East,2024-11-18,email
cust_00461,Lucknow,North,2025-09-27,social
cust_00462,Raipur,Central,2025-11-02,social
cust_00463,Bengaluru,South,2024-12-08,email
cust_00464,Bhubaneswar,East,2025-11-05,social
cust_00465,Guwahati,East,2025-07-26,paid_search
cust_00466,Bhubaneswar,East,2025-07-27,paid_search
cust_00467,Raipur,Central,2024-06-06,paid_search
cust_00468,Lucknow,North,2024-11-02,paid_search
cust_00469,Kolkata,East,2024-09-03,paid_search
cust_00470,Chennai,South,2024-03-08,paid_search
cust_00471,Bengaluru,South,2024-02-22,email
cust_00472,Chandigarh,North,2025-03-11,paid_search
cust_00473,Chandigarh,North,2024-10-21,organic
cust_00474,Hyderabad,South,2025-08-01,organic
cust_00475,Hyderabad,South,2025-04-13,organic
cust_00476,Chennai,South,2024-02-29,email
cust_00477,Bhubaneswar,East,2025-08-09,paid_search
cust_00478,Bhubaneswar,East,2024-12-13,organic
cust_00479,Chennai,South,2025-01-31,email
cust_00480,Chennai,South,2025-11-06,organic
cust_00481,Hyderabad,South,2025-03-24,organic
cust_00482,Guwahati,East,2024-01-16,email
cust_00483,Hyderabad,South,2024-05-04,paid_search
cust_00484,Delhi,North,2024-10-25,social
cust_00485,Chennai,South,2024-01-27,email
cust_00486,Chennai,South,2024-04-27,affiliate
cust_00487,Chennai,South,2025-07-08,organic
cust_00488,Bhubaneswar,East,2024-04-09,email
cust_00489,Guwahati,East,2024-04-26,social
cust_00490,Pune,West,2024-12-19,organic
cust_00491,Kolkata,East,2024-03-04,affiliate
cust_00492,Bhubaneswar,East,2024-06-27,paid_search
cust_00493,Hyderabad,South,2025-10-18,email
cust_00494,Mumbai,West,2025-03-18,social
cust_00495,Kolkata,East,2025-11-05,paid_search
cust_00496,Hyderabad,South,2024-09-04,organic
cust_00497,Kolkata,East,2025-03-07,email
cust_00498,Chennai,South,2024-06-15,paid_search
cust_00499,Guwahati,East,2024-09-22,organic
cust_00500,Mumbai,West,2024-05-02,organic
cust_00501,Nagpur,Central,2025-08-06,social
cust_00502,Bhopal,Central,2024-05-08,organic
cust_00503,Kolkata,East,2024-05-23,paid_search
cust_00504,Kolkata,East,2024-11-20,social
cust_00505,Mumbai,West,2024-10-27,organic
cust_00506,Chennai,South,2024-08-07,paid_search
cust_00507,Pune,West,2024-09-06,organic
cust_00508,Kolkata,East,2024-07-25,affiliate
cust_00509,Lucknow,North,2025-09-30,email
cust_00510,Lucknow,North,2025-02-10,organic
cust_00511,Mumbai,West,2025-10-05,paid_search
cust_00512,Lucknow,North,2025-11-21,paid_search
cust_00513,Bengaluru,South,2025-03-31,affiliate
cust_00514,Chennai,South,2025-07-31,paid_search
cust_00515,Chandigarh,North,2024-03-18,paid_search
cust_00516,Chennai,South,2025-10-26,affiliate
cust_00517,Ahmedabad,West,2024-12-03,organic
cust_00518,Lucknow,North,2025-05-14,paid_search
cust_00519,Mumbai,West,2024-06-20,organic
cust_00520,Pune,West,2024-03-07,social
cust_00521,Hyderabad,South,2025-09-11,paid_search
cust_00522,Lucknow,North,2024-11-10,affiliate
cust_00523,Guwahati,East,2024-04-06,paid_search
cust_00524,Chandigarh,North,2025-04-05,organic
cust_00525,Bengaluru,South,2024-02-08,email
cust_00526,Nagpur,Central,2024-11-11,email
cust_00527,Raipur,Central,2025-05-08,social
cust_00528,Ahmedabad,West,2025-05-19,social
cust_00529,Hyderabad,South,2024-11-13,organic
cust_00530,Guwahati,East,2024-09-15,social
cust_00531,Pune,West,2025-08-09,organic
cust_00532,Bengaluru,South,2024-05-09,organic
cust_00533,Bhubaneswar,East,2024-02-22,affiliate
cust_00534,Chandigarh,North,2024-04-19,social
cust_00535,Hyderabad,South,2025-07-14,organic
cust_00536,Bhubaneswar,East,2024-11-24,organic
cust_00537,Lucknow,North,2024-01-27,affiliate
cust_00538,Delhi,North,2024-04-28,organic
cust_00539,Ahmedabad,West,2024-01-20,organic
cust_00540,Nagpur,Central,2025-07-24,organic
cust_00541,Guwahati,East,2024-11-18,organic
cust_00542,Pune,West,2024-02-17,organic
cust_00543,Nagpur,Central,2024-06-03,affiliate
cust_00544,Delhi,North,2025-03-07,paid_search
cust_00545,Hyderabad,South,2025-02-19,paid_search
cust_00546,Hyderabad,South,2025-07-27,social
cust_00547,Lucknow,North,2024-01-19,paid_search
cust_00548,Mumbai,West,2024-02-18,social
cust_00549,Bengaluru,South,2024-01-25,social
cust_00550,Hyderabad,South,2024-10-02,social
cust_00551,Delhi,North,2025-05-24,social
cust_00552,Chennai,South,2025-04-09,email
cust_00553,Nagpur,Central,2024-05-27,social
cust_00554,Lucknow,North,2025-04-05,email
cust_00555,Hyderabad,South,2025-04-04,organic
cust_00556,Hyderabad,South,2024-05-13,social
cust_00557,Kolkata,East,2025-06-08,social
cust_00558,Bhubaneswar,East,2024-10-22,organic
cust_00559,Guwahati,East,2024-02-11,email
cust_00560,Lucknow,North,2024-09-30,organic
cust_00561,Bengaluru,South,2025-06-22,organic
