order_id,order_item_id,product_id,seller_id,price,freight_value
ord_00041,1,prod_00581,sell_00035,543.33,139.92
ord_00042,1,prod_00542,sell_00149,1740.38,121.65
ord_00042,2,prod_00401,sell_00058,737.18,103.56
ord_00043,1,prod_00037,sell_00128,14201.39,1128.12
ord_00043,2,prod_00035,sell_00034,543.27,74.58
ord_00043,3,prod_00456,sell_00132,84.62,105.9
ord_00044,1,prod_00205,sell_00049,11495.19,274.55
ord_00044,2,prod_00550,sell_00157,1940.29,240.16
ord_00045,1,prod_00092,sell_00086,1761.92,1137.84
ord_00045,2,prod_00031,sell_00118,245.25,132.99
ord_00045,3,prod_00226,sell_00156,4232.16,221.64
ord_00046,1,prod_00050,sell_00141,2199.03,148.92
ord_00047,1,prod_00181,sell_00003,5340.43,243.96
ord_00048,1,prod_00280,sell_00053,7588.62,201.48
ord_00049,1,prod_00204,sell_00126,776.91,115.99
ord_00049,2,prod_00095,sell_00071,2226.33,135.07
ord_00050,1,prod_00428,sell_00014,5041.15,219.03
ord_00051,1,prod_00235,sell_00085,8982.87,193.65
ord_00051,2,prod_00234,sell_00090,654.62,157.92
ord_00051,3,prod_00177,sell_00168,442.04,64.5
ord_00052,1,prod_00517,sell_00158,532.45,227.29
ord_00053,1,prod_00023,sell_00080,7614.31,1155.57
ord_00053,2,prod_00233,sell_00043,5695.44,170.07
ord_00054,1,prod_00481,sell_00094,382.73,97.62
ord_00055,1,prod_00444,sell_00035,1314.58,176.86
ord_00056,1,prod_00005,sell_00018,361.1,129.57
ord_00057,1,prod_00203,sell_00153,502.47,142.35
ord_00057,2,prod_00072,sell_00047,8106.81,202.74
ord_00058,1,prod_00027,sell_00132,942.16,193.63
ord_00059,1,prod_00320,sell_00045,817.08,146.49
ord_00059,2,prod_00333,sell_00006,431.98,145.23
ord_00060,1,prod_00128,sell_00155,1157.62,123.99
ord_00060,2,prod_00245,sell_00160,1507.93,109.5
ord_00061,1,prod_00438,sell_00166,6776.84,273.82
ord_00061,2,prod_00504,sell_00123,11211.35,1591.85
ord_00061,3,prod_00126,sell_00039,5067.97,278.8
ord_00062,1,prod_00512,sell_00106,8986.12,213.0
ord_00062,2,prod_00472,sell_00110,11724.5,1139.1
ord_00062,3,prod_00244,sell_00163,1035.68,116.7
ord_00063,1,prod_00098,sell_00171,738.29,111.66
ord_00064,1,prod_00557,sell_00045,7811.55,346.72
ord_00065,1,prod_00288,sell_00095,99.28,148.11
ord_00065,2,prod_00235,sell_00085,9297.11,193.65
ord_00065,3,prod_00591,sell_00103,1276.71,95.82
ord_00066,1,prod_00562,sell_00119,242.08,120.48
ord_00066,2,prod_00018,sell_00118,660.51,145.14
ord_00067,1,prod_00547,sell_00014,1624.51,256.56
ord_00067,2,prod_00377,sell_00177,776.39,106.17
ord_00067,3,prod_00246,sell_00030,695.93,146.4
ord_00068,1,prod_00472,sell_00110,11476.26,1139.1
ord_00068,2,prod_00425,sell_00164,412.29,141.72
ord_00068,3,prod_00168,sell_00167,1958.91,128.85
ord_00069,1,prod_00454,sell_00075,946.4,137.49
ord_00070,1,prod_00350,sell_00133,1796.04,105.72
ord_00071,1,prod_00060,sell_00025,308.67,104.91
ord_00071,2,prod_00593,sell_00129,983.78,134.61
ord_00071,3,prod_00302,sell_00131,167.95,80.25
ord_00072,1,prod_00551,sell_00178,1797.1,80.16
ord_00073,1,prod_00317,sell_00140,9922.29,219.39
ord_00074,1,prod_00170,sell_00087,2476.03,150.5
ord_00075,1,prod_00371,sell_00119,1780.13,106.71
ord_00075,2,prod_00536,sell_00177,729.62,86.73
ord_00075,3,prod_00201,sell_00121,11545.75,274.11
ord_00076,1,prod_00056,sell_00042,9756.0,1149.63
ord_00077,1,prod_00093,sell_00022,440.9,160.08
ord_00077,2,prod_00107,sell_00008,1121.75,123.09
ord_00078,1,prod_00476,sell_00090,2080.7,128.67
ord_00079,1,prod_00008,sell_00064,7320.71,222.63
ord_00080,1,prod_00501,sell_00008,281.78,155.94
ord_00080,2,prod_00062,sell_00001,418.12,128.22
ord_00081,1,prod_00483,sell_00176,6143.59,264.21
ord_00082,1,prod_00243,sell_00087,995.48,94.74
ord_00082,2,prod_00297,sell_00027,1742.87,73.5
ord_00082,3,prod_00030,sell_00105,2868.53,113.01
ord_00083,1,prod_00390,sell_00066,1041.51,64.5
ord_00083,2,prod_00203,sell_00153,512.64,142.35
ord_00083,3,prod_00025,sell_00160,6652.39,194.37
ord_00084,1,prod_00030,sell_00105,3144.41,152.56
ord_00084,2,prod_00205,sell_00049,12201.67,274.55
ord_00084,3,prod_00341,sell_00009,1119.37,238.83
ord_00085,1,prod_00059,sell_00062,1067.93,119.04
ord_00085,2,prod_00450,sell_00142,1235.73,119.58
ord_00086,1,prod_00229,sell_00115,5487.76,224.52
ord_00086,2,prod_00006,sell_00174,576.71,154.41
ord_00087,1,prod_00050,sell_00141,2087.33,148.92
ord_00087,2,prod_00142,sell_00078,7744.44,206.97
ord_00088,1,prod_00185,sell_00005,7190.73,254.49
ord_00089,1,prod_00558,sell_00098,775.33,103.56
ord_00090,1,prod_00379,sell_00176,1856.92,108.6
ord_00091,1,prod_00049,sell_00158,390.33,85.47
ord_00091,2,prod_00352,sell_00077,1711.56,93.75
ord_00091,3,prod_00201,sell_00121,12594.49,274.11
ord_00092,1,prod_00268,sell_00023,8956.91,1175.91
ord_00093,1,prod_00134,sell_00040,1581.0,159.25
ord_00094,1,prod_00581,sell_00035,514.5,139.92
ord_00094,2,prod_00189,sell_00143,3533.81,138.39
ord_00094,3,prod_00286,sell_00014,440.82,99.6
ord_00095,1,prod_00367,sell_00131,1232.01,153.66
ord_00096,1,prod_00320,sell_00045,924.52,146.49
ord_00097,1,prod_00327,sell_00011,2233.4,132.27
ord_00097,2,prod_00388,sell_00025,7822.94,205.08
ord_00097,3,prod_00179,sell_00058,1554.31,103.38
ord_00098,1,prod_00311,sell_00064,11713.35,1127.76
ord_00098,2,prod_00208,sell_00061,741.79,109.32
ord_00099,1,prod_00013,sell_00073,1402.44,125.7
ord_00099,2,prod_00417,sell_00081,611.15,126.33
ord_00099,3,prod_00297,sell_00027,1592.26,73.5
ord_00100,1,prod_00062,sell_00001,414.83,128.22
ord_00101,1,prod_00283,sell_00034,407.62,130.74
ord_00101,2,prod_00291,sell_00170,1176.42,86.28
ord_00102,1,prod_00377,sell_00177,776.68,143.33
ord_00102,2,prod_00271,sell_00110,3082.28,230.57
ord_00103,1,prod_00397,sell_00049,1599.7,108.24
ord_00104,1,prod_00103,sell_00144,1629.85,95.1
ord_00105,1,prod_00214,sell_00149,329.66,98.74
ord_00106,1,prod_00526,sell_00039,1504.58,135.69
ord_00107,1,prod_00115,sell_00066,1333.49,107.43
ord_00108,1,prod_00334,sell_00052,1193.52,141.63
ord_00108,2,prod_00398,sell_00154,503.87,163.41
ord_00108,3,prod_00154,sell_00163,1047.49,92.94
ord_00109,1,prod_00138,sell_00142,1375.52,87.08
ord_00110,1,prod_00094,sell_00146,9143.58,319.14
ord_00110,2,prod_00130,sell_00119,1560.25,149.4
ord_00111,1,prod_00216,sell_00143,585.62,151.26
ord_00111,2,prod_00475,sell_00073,8210.94,224.88
ord_00112,1,prod_00577,sell_00039,9101.86,1539.73
ord_00112,2,prod_00479,sell_00109,6383.37,394.11
ord_00113,1,prod_00231,sell_00179,1340.75,124.8
ord_00113,2,prod_00571,sell_00009,3294.54,228.93
ord_00113,3,prod_00077,sell_00037,1028.85,101.31
ord_00114,1,prod_00164,sell_00072,1153.8,147.3
ord_00115,1,prod_00543,sell_00078,2116.97,148.47
ord_00116,1,prod_00284,sell_00094,1264.03,132.36
ord_00116,2,prod_00221,sell_00126,587.91,113.37
ord_00117,1,prod_00049,sell_00158,407.43,115.38
ord_00118,1,prod_00222,sell_00088,1238.48,85.92
ord_00118,2,prod_00321,sell_00175,389.34,64.5
ord_00118,3,prod_00353,sell_00151,7363.27,229.29
ord_00119,1,prod_00278,sell_00158,2062.98,122.19
ord_00120,1,prod_00164,sell_00072,1027.43,147.3
ord_00121,1,prod_00095,sell_00071,2408.81,100.05
ord_00122,1,prod_00472,sell_00110,12571.69,1139.1
ord_00122,2,prod_00490,sell_00116,6182.46,220.38
ord_00123,1,prod_00522,sell_00082,590.88,107.52
ord_00124,1,prod_00199,sell_00141,517.44,120.37
ord_00124,2,prod_00253,sell_00012,7552.57,343.44
ord_00125,1,prod_00375,sell_00048,230.51,136.77
ord_00126,1,prod_00132,sell_00108,8281.89,230.1
ord_00127,1,prod_00227,sell_00050,1823.18,144.15
ord_00128,1,prod_00295,sell_00039,6988.47,222.81
ord_00128,2,prod_00399,sell_00139,1768.6,111.12
ord_00129,1,prod_00314,sell_00104,269.23,113.55
ord_00130,1,prod_00431,sell_00035,635.46,83.04
ord_00130,2,prod_00572,sell_00170,5375.59,204.27
ord_00131,1,prod_00160,sell_00139,834.31,106.8
ord_00131,2,prod_00273,sell_00007,1040.37,123.27
ord_00132,1,prod_00541,sell_00019,374.65,64.5
ord_00133,1,prod_00545,sell_00110,765.34,66.12
ord_00134,1,prod_00478,sell_00032,638.18,115.44
ord_00135,1,prod_00438,sell_00166,6339.5,273.82
ord_00135,2,prod_00398,sell_00154,536.26,220.6
ord_00136,1,prod_00216,sell_00143,538.35,151.26
ord_00137,1,prod_00077,sell_00037,1111.52,101.31
ord_00138,1,prod_00431,sell_00035,719.19,83.04
ord_00139,1,prod_00488,sell_00020,1488.57,123.81
ord_00140,1,prod_00263,sell_00116,4042.83,220.47
ord_00141,1,prod_00428,sell_00014,5774.36,219.03
ord_00142,1,prod_00214,sell_00149,367.57,73.14
ord_00142,2,prod_00294,sell_00051,944.45,143.07
ord_00143,1,prod_00331,sell_00090,4410.63,236.67
ord_00143,2,prod_00157,sell_00065,577.46,114.99
ord_00144,1,prod_00376,sell_00172,1241.9,136.16
ord_00144,2,prod_00214,sell_00149,299.76,98.74
ord_00145,1,prod_00492,sell_00150,7762.59,310.63
ord_00146,1,prod_00148,sell_00097,10603.15,192.12
ord_00146,2,prod_00597,sell_00114,7416.14,212.55
ord_00146,3,prod_00297,sell_00027,1844.44,73.5
ord_00147,1,prod_00149,sell_00039,1648.65,120.57
ord_00147,2,prod_00381,sell_00058,480.34,89.16
ord_00147,3,prod_00141,sell_00164,2033.88,111.03
ord_00148,1,prod_00348,sell_00123,245.0,106.8
ord_00148,2,prod_00018,sell_00118,726.27,145.14
ord_00148,3,prod_00151,sell_00047,363.33,74.22
ord_00149,1,prod_00473,sell_00128,1326.95,100.59
ord_00149,2,prod_00212,sell_00071,995.97,109.14
ord_00150,1,prod_00288,sell_00095,103.06,148.11
ord_00151,1,prod_00351,sell_00005,753.05,105.09
ord_00151,2,prod_00578,sell_00018,230.58,87.81
ord_00152,1,prod_00283,sell_00034,456.31,130.74
ord_00152,2,prod_00078,sell_00033,1716.29,100.05
ord_00152,3,prod_00421,sell_00176,440.01,116.79
ord_00153,1,prod_00256,sell_00153,360.49,112.38
ord_00153,2,prod_00554,sell_00047,1398.9,86.01
ord_00154,1,prod_00364,sell_00003,8053.03,305.7
ord_00155,1,prod_00427,sell_00024,5270.82,238.2
ord_00156,1,prod_00481,sell_00094,382.1,97.62
ord_00157,1,prod_00001,sell_00076,675.05,67.02
ord_00157,2,prod_00437,sell_00133,659.68,118.68
ord_00158,1,prod_00219,sell_00137,976.2,138.93
ord_00158,2,prod_00147,sell_00134,1249.43,150.99
ord_00159,1,prod_00365,sell_00140,213.71,66.57
ord_00160,1,prod_00594,sell_00176,10840.16,191.58
ord_00160,2,prod_00280,sell_00053,7562.32,201.48
ord_00160,3,prod_00561,sell_00085,3601.67,235.68
ord_00161,1,prod_00129,sell_00060,143.18,111.93
ord_00161,2,prod_00075,sell_00074,585.99,133.62
ord_00162,1,prod_00093,sell_00022,434.66,160.08
ord_00162,2,prod_00103,sell_00144,1777.96,95.1
ord_00163,1,prod_00194,sell_00152,746.07,113.46
ord_00164,1,prod_00481,sell_00094,392.05,97.62
ord_00164,2,prod_00162,sell_00178,1310.59,103.11
ord_00165,1,prod_00275,sell_00015,1225.1,141.45
ord_00166,1,prod_00187,sell_00072,2174.92,126.24
ord_00167,1,prod_00370,sell_00005,1022.4,132.99
ord_00167,2,prod_00309,sell_00110,590.93,110.76
ord_00167,3,prod_00288,sell_00095,101.16,148.11
ord_00168,1,prod_00365,sell_00140,225.84,66.57
ord_00169,1,prod_00517,sell_00158,522.11,168.36
ord_00170,1,prod_00531,sell_00051,6992.2,288.52
ord_00170,2,prod_00211,sell_00030,4485.24,270.78
ord_00171,1,prod_00419,sell_00166,1058.41,106.62
ord_00171,2,prod_00572,sell_00170,5344.53,204.27
ord_00172,1,prod_00349,sell_00121,1686.42,94.74
ord_00173,1,prod_00579,sell_00082,1298.5,166.66
ord_00173,2,prod_00134,sell_00040,1633.79,159.25
ord_00174,1,prod_00347,sell_00110,1267.86,92.58
ord_00175,1,prod_00476,sell_00090,2225.96,128.67
ord_00175,2,prod_00392,sell_00154,423.84,90.87
ord_00175,3,prod_00220,sell_00007,797.26,87.45
ord_00176,1,prod_00049,sell_00158,337.47,85.47
ord_00177,1,prod_00120,sell_00162,6295.22,1194.99
ord_00178,1,prod_00451,sell_00041,1444.0,143.52
ord_00178,2,prod_00134,sell_00040,1610.93,117.96
ord_00178,3,prod_00367,sell_00131,1260.81,113.82
ord_00179,1,prod_00560,sell_00065,6379.69,234.96
ord_00179,2,prod_00482,sell_00010,720.57,88.53
ord_00179,3,prod_00524,sell_00077,1413.02,101.49
ord_00180,1,prod_00099,sell_00061,643.17,184.92
ord_00181,1,prod_00315,sell_00171,2863.84,151.08
ord_00182,1,prod_00410,sell_00058,888.62,86.64
ord_00183,1,prod_00260,sell_00001,517.37,163.77
ord_00183,2,prod_00515,sell_00057,344.47,111.39
ord_00183,3,prod_00023,sell_00080,7580.22,1155.57
ord_00184,1,prod_00472,sell_00110,11998.77,1139.1
ord_00184,2,prod_00205,sell_00049,10889.59,203.37
ord_00185,1,prod_00523,sell_00117,4885.48,1116.78
ord_00185,2,prod_00599,sell_00155,989.68,85.92
ord_00186,1,prod_00597,sell_00114,7387.51,212.55
ord_00187,1,prod_00550,sell_00157,1766.91,177.9
ord_00187,2,prod_00297,sell_00027,1569.04,73.5
ord_00188,1,prod_00488,sell_00020,1449.8,123.81
ord_00189,1,prod_00266,sell_00178,358.66,75.48
ord_00189,2,prod_00427,sell_00024,6002.26,238.2
ord_00190,1,prod_00220,sell_00007,763.76,87.45
ord_00190,2,prod_00001,sell_00076,650.44,67.02
ord_00191,1,prod_00016,sell_00153,5665.5,280.5
ord_00191,2,prod_00363,sell_00179,6858.98,1212.36
ord_00191,3,prod_00223,sell_00159,435.97,64.5
ord_00192,1,prod_00376,sell_00172,1370.95,100.86
ord_00193,1,prod_00214,sell_00149,316.34,73.14
ord_00194,1,prod_00512,sell_00106,9553.74,213.0
ord_00194,2,prod_00527,sell_00026,409.29,127.77
ord_00194,3,prod_00044,sell_00062,2646.47,91.59
ord_00195,1,prod_00402,sell_00057,632.2,154.32
ord_00196,1,prod_00264,sell_00122,1459.62,121.74
ord_00196,2,prod_00464,sell_00176,1398.72,91.68
ord_00197,1,prod_00132,sell_00108,8488.79,230.1
ord_00197,2,prod_00345,sell_00146,500.23,164.85
ord_00198,1,prod_00036,sell_00073,1153.71,158.52
ord_00198,2,prod_00277,sell_00111,1091.45,127.9
ord_00199,1,prod_00548,sell_00007,389.84,121.02
ord_00200,1,prod_00225,sell_00160,7867.77,253.65
ord_00201,1,prod_00189,sell_00143,3159.79,138.39
ord_00202,1,prod_00105,sell_00157,153.27,141.45
ord_00202,2,prod_00299,sell_00038,9789.78,1173.84
ord_00203,1,prod_00208,sell_00061,661.28,147.58
ord_00203,2,prod_00579,sell_00082,1203.78,166.66
ord_00203,3,prod_00189,sell_00143,3419.7,186.83
ord_00204,1,prod_00524,sell_00077,1575.11,101.49
ord_00204,2,prod_00160,sell_00139,776.37,106.8
ord_00205,1,prod_00146,sell_00072,519.96,130.56
ord_00205,2,prod_00510,sell_00169,3064.12,186.9
ord_00206,1,prod_00059,sell_00062,1239.44,160.7
ord_00207,1,prod_00273,sell_00007,845.17,166.41
ord_00208,1,prod_00281,sell_00054,2106.53,100.68
ord_00209,1,prod_00195,sell_00008,4427.53,1147.74
ord_00209,2,prod_00237,sell_00163,6770.66,236.49
ord_00210,1,prod_00055,sell_00068,656.15,109.77
ord_00211,1,prod_00191,sell_00081,3786.76,221.1
ord_00211,2,prod_00078,sell_00033,1863.42,100.05
ord_00212,1,prod_00514,sell_00025,1012.34,159.37
ord_00213,1,prod_00267,sell_00099,96.32,76.74
ord_00213,2,prod_00069,sell_00107,408.45,118.41
ord_00214,1,prod_00409,sell_00055,843.49,78.63
ord_00214,2,prod_00134,sell_00040,1731.12,117.96
ord_00215,1,prod_00249,sell_00120,2525.71,126.42
ord_00216,1,prod_00436,sell_00106,2093.23,101.94
ord_00217,1,prod_00479,sell_00109,6227.16,291.93
ord_00217,2,prod_00244,sell_00163,1099.15,116.7
ord_00217,3,prod_00130,sell_00119,1465.93,110.67
ord_00218,1,prod_00272,sell_00068,6698.76,202.2
ord_00218,2,prod_00427,sell_00024,5258.43,238.2
ord_00219,1,prod_00286,sell_00014,460.82,134.46
ord_00219,2,prod_00337,sell_00003,6173.62,306.02
ord_00220,1,prod_00176,sell_00155,812.57,111.12
ord_00221,1,prod_00329,sell_00099,6620.15,262.41
ord_00222,1,prod_00218,sell_00177,711.6,99.69
ord_00223,1,prod_00424,sell_00043,1670.39,130.56
ord_00224,1,prod_00268,sell_00023,8348.88,1175.91
ord_00225,1,prod_00438,sell_00166,6701.1,202.83
ord_00225,2,prod_00159,sell_00119,1019.01,167.64
ord_00226,1,prod_00081,sell_00101,97.52,64.5
ord_00226,2,prod_00593,sell_00129,1083.79,134.61
ord_00227,1,prod_00333,sell_00006,436.45,145.23
ord_00228,1,prod_00361,sell_00167,210.81,156.48
ord_00229,1,prod_00241,sell_00167,548.16,155.49
ord_00229,2,prod_00412,sell_00025,1421.29,135.78
ord_00230,1,prod_00579,sell_00082,1421.42,123.45
ord_00230,2,prod_00114,sell_00162,607.57,97.98
ord_00230,3,prod_00243,sell_00087,983.01,94.74
ord_00231,1,prod_00164,sell_00072,1094.23,147.3
ord_00231,2,prod_00125,sell_00030,1432.53,107.61
ord_00232,1,prod_00211,sell_00030,4361.39,200.58
ord_00233,1,prod_00472,sell_00110,12312.57,1139.1
ord_00234,1,prod_00171,sell_00023,1779.78,108.96
ord_00234,2,prod_00222,sell_00088,1055.08,85.92
ord_00234,3,prod_00271,sell_00110,2851.36,170.79
ord_00235,1,prod_00533,sell_00150,1463.05,133.12
ord_00235,2,prod_00220,sell_00007,667.93,118.06
ord_00236,1,prod_00292,sell_00119,6901.48,272.31
ord_00236,2,prod_00108,sell_00178,7364.02,177.81
ord_00237,1,prod_00207,sell_00090,2232.99,160.58
ord_00237,2,prod_00167,sell_00138,5774.18,339.8
ord_00238,1,prod_00408,sell_00083,1110.38,64.5
ord_00239,1,prod_00119,sell_00038,1659.26,87.81
ord_00239,2,prod_00381,sell_00058,531.83,89.16
ord_00239,3,prod_00225,sell_00160,7305.85,187.89
ord_00240,1,prod_00048,sell_00044,672.14,165.56
ord_00240,2,prod_00524,sell_00077,1517.81,137.01
ord_00241,1,prod_00379,sell_00176,2053.12,108.6
ord_00242,1,prod_00023,sell_00080,7134.58,1155.57
ord_00242,2,prod_00599,sell_00155,1090.02,85.92
ord_00243,1,prod_00098,sell_00171,737.6,111.66
ord_00244,1,prod_00539,sell_00107,10545.37,1129.83
ord_00245,1,prod_00213,sell_00146,6251.35,252.06
ord_00246,1,prod_00026,sell_00121,900.74,207.48
ord_00247,1,prod_00411,sell_00131,8957.01,247.2
ord_00248,1,prod_00244,sell_00163,967.99,116.7
ord_00249,1,prod_00500,sell_00145,13456.06,1136.58
ord_00250,1,prod_00251,sell_00139,2760.02,222.99
ord_00251,1,prod_00398,sell_00154,478.06,220.6
ord_00252,1,prod_00022,sell_00124,549.65,99.24
ord_00252,2,prod_00086,sell_00178,507.82,109.59
ord_00252,3,prod_00592,sell_00084,1148.03,180.96
ord_00253,1,prod_00063,sell_00016,5300.65,211.92
ord_00254,1,prod_00463,sell_00061,305.84,109.77
ord_00255,1,prod_00240,sell_00093,5396.14,279.6
ord_00256,1,prod_00360,sell_00125,1008.34,128.85
ord_00256,2,prod_00117,sell_00127,350.54,172.86
ord_00256,3,prod_00445,sell_00166,2456.71,152.25
ord_00257,1,prod_00537,sell_00117,1344.24,212.34
ord_00258,1,prod_00209,sell_00121,1108.51,100.77
ord_00259,1,prod_00129,sell_00060,149.3,111.93
ord_00259,2,prod_00182,sell_00092,5697.38,186.63
ord_00259,3,prod_00404,sell_00079,1630.17,106.26
ord_00260,1,prod_00080,sell_00131,507.53,80.25
ord_00261,1,prod_00278,sell_00158,2111.18,122.19
ord_00262,1,prod_00222,sell_00088,1226.39,85.92
ord_00263,1,prod_00357,sell_00054,1017.77,165.2
ord_00263,2,prod_00562,sell_00119,252.08,162.65
ord_00263,3,prod_00394,sell_00113,4905.29,1504.01
ord_00264,1,prod_00482,sell_00010,774.45,88.53
ord_00264,2,prod_00564,sell_00034,350.22,110.94
ord_00264,3,prod_00319,sell_00142,728.12,147.75
ord_00265,1,prod_00459,sell_00002,1117.66,95.46
ord_00266,1,prod_00487,sell_00177,1708.83,151.35
ord_00266,2,prod_00407,sell_00141,571.72,119.04
ord_00266,3,prod_00183,sell_00025,6894.79,1126.5
ord_00267,1,prod_00418,sell_00121,6471.03,1552.61
ord_00267,2,prod_00579,sell_00082,1288.71,166.66
ord_00268,1,prod_00340,sell_00133,12459.05,205.08
ord_00268,2,prod_00391,sell_00116,530.62,143.07
ord_00269,1,prod_00590,sell_00156,2473.77,190.23
ord_00270,1,prod_00144,sell_00096,4360.98,206.61
ord_00270,2,prod_00210,sell_00073,242.92,104.19
ord_00271,1,prod_00555,sell_00062,430.33,101.76
ord_00272,1,prod_00280,sell_00053,8112.79,201.48
ord_00273,1,prod_00387,sell_00087,9411.32,369.81
ord_00273,2,prod_00476,sell_00090,2161.34,173.7
ord_00273,3,prod_00301,sell_00017,929.87,161.43
ord_00274,1,prod_00295,sell_00039,6383.36,222.81
ord_00274,2,prod_00562,sell_00119,264.04,120.48
ord_00274,3,prod_00081,sell_00101,110.94,64.5
ord_00275,1,prod_00037,sell_00128,16277.74,1128.12
ord_00275,2,prod_00575,sell_00020,1087.3,102.66
ord_00276,1,prod_00282,sell_00103,9260.86,233.34
ord_00276,2,prod_00306,sell_00167,609.07,97.26
ord_00277,1,prod_00297,sell_00027,1633.87,73.5
ord_00278,1,prod_00252,sell_00081,737.36,120.75
ord_00278,2,prod_00569,sell_00086,6684.2,226.86
ord_00278,3,prod_00449,sell_00152,6588.03,183.39
ord_00279,1,prod_00385,sell_00041,5271.69,198.69
ord_00280,1,prod_00200,sell_00127,361.78,101.67
ord_00281,1,prod_00428,sell_00014,5323.58,219.03
ord_00282,1,prod_00314,sell_00104,262.8,113.55
ord_00282,2,prod_00585,sell_00082,5689.46,222.09
ord_00282,3,prod_00169,sell_00119,1215.26,140.28
ord_00283,1,prod_00289,sell_00112,6596.51,215.52
ord_00283,2,prod_00121,sell_00116,841.36,102.3
ord_00284,1,prod_00463,sell_00061,354.6,148.19
ord_00284,2,prod_00504,sell_00123,9910.63,1591.85
ord_00285,1,prod_00318,sell_00142,710.77,204.2
ord_00286,1,prod_00295,sell_00039,6625.6,222.81
ord_00286,2,prod_00358,sell_00092,959.65,128.4
ord_00287,1,prod_00345,sell_00146,574.29,222.55
ord_00288,1,prod_00477,sell_00025,1017.25,140.64
ord_00288,2,prod_00579,sell_00082,1270.82,123.45
ord_00289,1,prod_00481,sell_00094,375.4,131.79
ord_00290,1,prod_00074,sell_00116,4803.85,188.61
ord_00290,2,prod_00156,sell_00057,1852.6,114.99
