review_id,order_id,review_score,review_creation_ts
rev_00037,ord_00062,3,2025-03-30 06:28:48.000000000
rev_00038,ord_00063,5,2025-11-20 12:28:48.000000000
rev_00039,ord_00064,4,2025-09-07 00:00:00.000000000
rev_00040,ord_00065,4,2024-10-17 13:26:24.000000000
rev_00041,ord_00067,2,2025-12-13 12:00:00.000000000
rev_00042,ord_00068,5,2025-11-02 04:48:00.000000000
rev_00043,ord_00070,5,2024-08-11 22:19:12.000000000
rev_00044,ord_00072,2,2025-10-23 12:43:12.000000000
rev_00045,ord_00075,4,2024-08-17 00:43:12.000000000
rev_00046,ord_00076,4,2025-10-28 14:24:00.000000000
rev_00047,ord_00078,2,2024-12-18 07:40:48.000000000
rev_00048,ord_00080,3,2025-03-14 10:48:00.000000000
rev_00049,ord_00081,3,2025-04-08 00:57:36.000000000
rev_00050,ord_00083,5,2024-06-26 16:33:35.999999999
rev_00051,ord_00084,3,2025-09-01 17:45:36.000000000
rev_00052,ord_00085,4,2024-03-29 04:33:36.000000000
rev_00053,ord_00087,2,2024-06-22 13:40:47.999999999
rev_00054,ord_00089,4,2024-08-18 05:02:24.000000000
rev_00055,ord_00090,4,2025-06-27 20:38:24.000000000
rev_00056,ord_00092,3,2024-09-07 18:00:00.000000000
rev_00057,ord_00093,2,2025-10-13 04:33:36.000000000
rev_00058,ord_00094,5,2024-03-31 16:33:35.999999999
rev_00059,ord_00096,3,2024-07-24 18:43:12.000000000
rev_00060,ord_00097,2,2025-11-19 14:52:48.000000000
rev_00061,ord_00099,4,2025-03-26 04:33:36.000000000
rev_00062,ord_00100,3,2025-05-09 15:36:00.000000000
rev_00063,ord_00102,3,2025-09-07 12:14:24.000000000
rev_00064,ord_00103,4,2024-05-07 02:09:36.000000000
rev_00065,ord_00104,5,2024-11-27 20:38:24.000000000
rev_00066,ord_00108,1,2025-04-13 07:40:48.000000000
rev_00067,ord_00110,5,2025-08-13 15:36:00.000000000
rev_00068,ord_00111,5,2025-10-26 04:04:48.000000000
rev_00069,ord_00112,5,2025-09-23 17:02:24.000000000
rev_00070,ord_00113,4,2024-11-25 20:09:36.000000000
rev_00071,ord_00114,3,2025-06-02 22:48:00.000000000
rev_00072,ord_00115,4,2025-02-06 18:00:00.000000000
rev_00073,ord_00116,2,2024-05-06 07:12:00.000000000
rev_00074,ord_00118,2,2025-04-29 05:16:48.000000000
rev_00075,ord_00121,5,2024-08-22 12:28:48.000000000
rev_00076,ord_00122,4,2024-03-17 06:28:48.000000000
rev_00077,ord_00123,3,2025-04-29 08:24:00.000000000
rev_00078,ord_00124,5,2025-07-16 10:48:00.000000000
rev_00079,ord_00125,3,2025-03-08 18:28:48.000000000
rev_00080,ord_00126,2,2024-01-27 18:00:00.000000000
rev_00081,ord_00128,1,2024-01-24 21:21:36.000000000
rev_00082,ord_00130,5,2024-08-10 17:02:24.000000000
rev_00083,ord_00131,3,2025-10-08 23:45:36.000000000
rev_00084,ord_00136,4,2025-11-24 06:28:48.000000000
rev_00085,ord_00137,1,2025-03-02 22:04:48.000000000
rev_00086,ord_00140,5,2025-04-11 16:33:35.999999999
rev_00087,ord_00142,3,2025-11-05 22:48:00.000000000
rev_00088,ord_00143,3,2025-01-25 16:19:12.000000000
rev_00089,ord_00145,5,2025-09-23 02:09:36.000000000
rev_00090,ord_00147,2,2024-12-27 13:55:12.000000000
rev_00091,ord_00148,5,2025-10-25 05:31:12.000000000
rev_00092,ord_00150,5,2025-04-07 16:19:12.000000000
rev_00093,ord_00151,4,2025-10-15 03:21:36.000000000
rev_00094,ord_00153,5,2025-10-26 23:02:24.000000000
rev_00095,ord_00157,1,2025-03-19 17:31:12.000000000
rev_00096,ord_00158,1,2024-03-06 19:12:00.000000000
rev_00097,ord_00159,2,2024-03-23 18:00:00.000000000
rev_00098,ord_00160,3,2024-11-29 00:57:36.000000000
rev_00099,ord_00162,3,2025-06-01 22:04:48.000000000
rev_00100,ord_00165,4,2024-07-02 18:43:12.000000000
rev_00101,ord_00166,5,2024-12-29 18:28:48.000000000
rev_00102,ord_00167,4,2024-07-24 18:28:48.000000000
rev_00103,ord_00168,4,2024-05-12 19:40:48.000000000
rev_00104,ord_00169,5,2025-04-26 17:45:36.000000000
rev_00105,ord_00171,4,2025-06-21 11:16:48.000000000
rev_00106,ord_00172,5,2024-08-21 17:31:12.000000000
rev_00107,ord_00174,5,2025-05-04 14:24:00.000000000
rev_00108,ord_00177,2,2024-07-28 15:07:12.000000000
rev_00109,ord_00178,5,2025-01-19 16:19:12.000000000
rev_00110,ord_00179,4,2024-07-17 15:50:24.000000000
rev_00111,ord_00180,4,2025-06-24 23:45:36.000000000
rev_00112,ord_00181,3,2024-09-14 03:36:00.000000000
rev_00113,ord_00182,4,2024-05-22 11:45:36.000000000
rev_00114,ord_00183,5,2024-05-19 22:19:12.000000000
rev_00115,ord_00184,3,2024-05-06 08:52:48.000000000
rev_00116,ord_00186,5,2024-01-13 02:38:24.000000000
rev_00117,ord_00189,3,2025-03-23 12:57:36.000000000
rev_00118,ord_00190,4,2025-11-24 08:38:24.000000000
rev_00119,ord_00191,4,2025-10-16 09:07:12.000000000
rev_00120,ord_00193,4,2024-12-09 02:24:00.000000000
rev_00121,ord_00194,4,2025-06-24 17:31:12.000000000
rev_00122,ord_00199,4,2024-01-22 17:16:48.000000000
rev_00123,ord_00201,3,2024-04-06 21:36:00.000000000
rev_00124,ord_00204,2,2025-06-22 19:12:00.000000000
rev_00125,ord_00205,2,2025-04-13 08:38:24.000000000
rev_00126,ord_00206,4,2025-09-06 18:43:12.000000000
rev_00127,ord_00210,4,2024-10-24 08:09:36.000000000
rev_00128,ord_00211,2,2024-06-12 11:02:24.000000000
rev_00129,ord_00214,4,2025-10-16 12:00:00.000000000
rev_00130,ord_00216,4,2024-04-19 19:40:48.000000000
rev_00131,ord_00219,3,2025-09-13 18:43:12.000000000
rev_00132,ord_00220,5,2024-11-27 15:21:36.000000000
rev_00133,ord_00221,3,2024-04-12 21:21:36.000000000
rev_00134,ord_00224,3,2025-05-27 22:04:48.000000000
rev_00135,ord_00226,5,2024-04-16 13:26:24.000000000
rev_00136,ord_00227,4,2024-12-02 14:52:48.000000000
rev_00137,ord_00228,3,2025-05-31 15:50:24.000000000
rev_00138,ord_00229,1,2024-08-05 23:02:24.000000000
rev_00139,ord_00232,5,2024-11-19 21:07:12.000000000
rev_00140,ord_00233,5,2024-02-10 07:40:48.000000000
rev_00141,ord_00235,4,2025-08-18 04:19:12.000000000
rev_00142,ord_00237,5,2025-09-12 08:52:48.000000000
rev_00143,ord_00239,4,2025-01-28 19:12:00.000000000
rev_00144,ord_00240,5,2025-08-14 09:07:12.000000000
rev_00145,ord_00241,5,2024-11-10 03:50:24.000000000
rev_00146,ord_00242,3,2024-07-26 21:07:12.000000000
rev_00147,ord_00243,3,2024-04-19 01:55:12.000000000
rev_00148,ord_00244,4,2025-06-06 09:36:00.000000000
rev_00149,ord_00245,4,2025-01-18 22:19:12.000000000
rev_00150,ord_00246,2,2025-09-11 00:28:48.000000000
rev_00151,ord_00248,4,2024-11-27 07:55:12.000000000
rev_00152,ord_00250,5,2024-06-22 04:48:00.000000000
rev_00153,ord_00253,5,2025-10-29 06:57:36.000000000
rev_00154,ord_00256,3,2024-03-09 04:04:48.000000000
rev_00155,ord_00258,5,2024-06-29 19:26:24.000000000
rev_00156,ord_00259,3,2025-04-13 23:16:48.000000000
rev_00157,ord_00263,2,2025-08-29 06:43:12.000000000
rev_00158,ord_00264,4,2024-12-30 04:33:36.000000000
rev_00159,ord_00265,4,2024-01-24 21:21:36.000000000
rev_00160,ord_00266,4,2025-02-05 06:00:00.000000000
rev_00161,ord_00268,5,2024-12-10 20:38:24.000000000
rev_00162,ord_00269,4,2025-07-31 00:43:12.000000000
rev_00163,ord_00270,4,2025-06-28 07:26:24.000000000
rev_00164,ord_00271,5,2025-01-01 20:24:00.000000000
rev_00165,ord_00272,4,2024-09-23 16:33:35.999999999
rev_00166,ord_00275,5,2024-06-09 05:45:36.000000000
rev_00167,ord_00276,4,2024-09-24 16:48:00.000000000
rev_00168,ord_00277,5,2025-10-22 01:55:12.000000000
rev_00169,ord_00278,5,2024-08-21 14:52:48.000000000
rev_00170,ord_00279,3,2024-08-06 07:26:24.000000000
rev_00171,ord_00280,3,2024-05-10 11:02:24.000000000
rev_00172,ord_00281,2,2024-03-12 23:45:36.000000000
rev_00173,ord_00282,3,2025-12-19 22:33:36.000000000
rev_00174,ord_00283,3,2025-03-22 08:09:36.000000000
rev_00175,ord_00286,5,2024-10-16 15:36:00.000000000
rev_00176,ord_00287,2,2025-09-08 09:36:00.000000000
rev_00177,ord_00288,3,2025-12-11 23:02:24.000000000
rev_00178,ord_00289,3,2025-07-14 09:50:24.000000000
rev_00179,ord_00290,4,2025-07-05 12:43:12.000000000
rev_00180,ord_00291,2,2024-12-16 11:16:48.000000000
rev_00181,ord_00292,4,2025-09-22 02:52:48.000000000
rev_00182,ord_00293,5,2024-04-02 19:55:12.000000000
rev_00183,ord_00295,4,2024-10-23 08:52:48.000000000
rev_00184,ord_00297,4,2025-10-29 13:55:12.000000000
rev_00185,ord_00298,4,2025-05-04 15:21:36.000000000
rev_00186,ord_00299,3,2024-02-15 01:12:00.000000000
rev_00187,ord_00301,5,2025-11-17 07:26:24.000000000
rev_00188,ord_00302,5,2025-05-28 19:55:12.000000000
rev_00189,ord_00304,4,2025-09-20 00:57:36.000000000
rev_00190,ord_00307,5,2025-01-21 08:09:36.000000000
rev_00191,ord_00308,3,2025-09-30 21:50:24.000000000
rev_00192,ord_00309,3,2025-11-06 18:14:24.000000000
rev_00193,ord_00310,5,2024-05-26 19:40:48.000000000
rev_00194,ord_00312,1,2024-10-12 05:45:36.000000000
rev_00195,ord_00313,3,2025-08-14 21:07:12.000000000
rev_00196,ord_00314,4,2025-10-10 07:26:24.000000000
rev_00197,ord_00316,5,2024-04-26 02:24:00.000000000
rev_00198,ord_00319,3,2024-10-17 01:40:48.000000000
rev_00199,ord_00320,5,2024-04-19 12:43:12.000000000
rev_00200,ord_00321,5,2024-09-02 23:02:24.000000000
rev_00201,ord_00322,2,2025-09-14 13:12:00.000000000
rev_00202,ord_00323,4,2025-02-09 00:00:00.000000000
rev_00203,ord_00324,4,2024-06-07 16:19:12.000000000
rev_00204,ord_00325,4,2024-09-19 09:21:36.000000000
rev_00205,ord_00328,2,2024-12-29 16:19:12.000000000
rev_00206,ord_00329,3,2024-05-21 04:48:00.000000000
rev_00207,ord_00330,4,2024-09-03 01:40:48.000000000
rev_00208,ord_00331,1,2025-09-16 15:50:24.000000000
rev_00209,ord_00334,2,2025-11-02 06:57:36.000000000
rev_00210,ord_00337,4,2024-02-10 16:48:00.000000000
rev_00211,ord_00338,5,2024-10-09 19:55:12.000000000
rev_00212,ord_00339,2,2025-10-13 18:14:24.000000000
rev_00213,ord_00340,3,2025-11-02 10:19:12.000000000
rev_00214,ord_00342,5,2025-06-05 23:31:12.000000000
rev_00215,ord_00344,4,2025-06-23 07:26:24.000000000
rev_00216,ord_00346,5,2025-01-19 01:12:00.000000000
rev_00217,ord_00348,5,2025-04-22 10:19:12.000000000
rev_00218,ord_00351,4,2024-06-12 11:45:36.000000000
rev_00219,ord_00352,1,2024-07-14 04:04:48.000000000
rev_00220,ord_00354,3,2024-01-18 09:07:12.000000000
rev_00221,ord_00357,5,2024-11-12 20:24:00.000000000
rev_00222,ord_00359,4,2024-11-24 00:00:00.000000000
rev_00223,ord_00360,2,2025-09-10 21:50:24.000000000
rev_00224,ord_00361,3,2024-04-20 18:57:36.000000000
rev_00225,ord_00364,4,2025-10-25 13:40:47.999999999
rev_00226,ord_00365,4,2024-04-07 20:52:48.000000000
rev_00227,ord_00366,4,2024-10-07 18:57:36.000000000
rev_00228,ord_00367,4,2025-05-31 18:43:12.000000000
rev_00229,ord_00369,3,2025-09-26 06:00:00.000000000
rev_00230,ord_00371,5,2025-03-04 17:16:48.000000000
rev_00231,ord_00372,5,2025-04-04 10:48:00.000000000
rev_00232,ord_00375,2,2025-09-08 00:14:24.000000000
rev_00233,ord_00376,4,2025-09-09 21:50:24.000000000
rev_00234,ord_00379,5,2024-09-01 12:28:48.000000000
rev_00235,ord_00380,5,2025-12-14 21:50:24.000000000
rev_00236,ord_00381,3,2025-03-22 13:55:12.000000000
rev_00237,ord_00382,5,2024-06-10 07:26:24.000000000
rev_00238,ord_00383,5,2025-02-18 15:50:24.000000000
rev_00239,ord_00385,5,2025-09-23 04:48:00.000000000
rev_00240,ord_00386,5,2025-09-03 23:45:36.000000000
rev_00241,ord_00389,5,2024-02-03 22:19:12.000000000
rev_00242,ord_00392,2,2025-05-14 07:12:00.000000000
rev_00243,ord_00395,4,2025-04-09 15:50:24.000000000
rev_00244,ord_00398,5,2024-04-06 16:48:00.000000000
rev_00245,ord_00399,5,2024-10-24 00:28:48.000000000
rev_00246,ord_00400,4,2025-03-24 20:52:48.000000000
rev_00247,ord_00401,4,2024-09-19 18:43:12.000000000
rev_00248,ord_00403,3,2024-09-18 23:16:48.000000000
rev_00249,ord_00404,4,2025-09-15 23:02:24.000000000
rev_00250,ord_00405,4,2024-05-18 23:31:12.000000000
rev_00251,ord_00406,4,2025-08-03 04:19:12.000000000
rev_00252,ord_00407,4,2024-06-09 02:52:48.000000000
rev_00253,ord_00410,4,2025-05-27 11:45:36.000000000
rev_00254,ord_00412,4,2025-08-24 11:45:36.000000000
rev_00255,ord_00413,5,2025-04-06 11:16:48.000000000
rev_00256,ord_00414,5,2025-12-10 12:28:48.000000000
rev_00257,ord_00415,2,2025-07-12 07:55:12.000000000
rev_00258,ord_00416,5,2025-05-03 15:07:12.000000000
rev_00259,ord_00419,4,2025-05-24 17:31:12.000000000
rev_00260,ord_00421,3,2025-08-02 05:45:36.000000000
rev_00261,ord_00422,5,2024-02-09 12:57:36.000000000
rev_00262,ord_00425,2,2025-01-19 21:50:24.000000000
rev_00263,ord_00427,3,2025-01-11 03:21:36.000000000
rev_00264,ord_00432,4,2025-11-08 08:24:00.000000000
rev_00265,ord_00433,3,2024-02-16 23:31:12.000000000
rev_00266,ord_00434,4,2025-03-19 01:26:24.000000000
rev_00267,ord_00435,2,2024-03-17 16:19:12.000000000
rev_00268,ord_00436,4,2025-11-10 16:19:12.000000000
rev_00269,ord_00437,4,2024-12-26 21:36:00.000000000
rev_00270,ord_00439,3,2024-08-14 17:02:24.000000000
rev_00271,ord_00440,3,2025-04-05 21:50:24.000000000
rev_00272,ord_00443,5,2025-02-09 04:33:36.000000000
rev_00273,ord_00444,5,2025-04-07 01:55:12.000000000
rev_00274,ord_00445,1,2025-10-03 17:45:36.000000000
rev_00275,ord_00446,4,2024-06-13 00:00:00.000000000
rev_00276,ord_00449,2,2025-08-20 04:33:36.000000000
rev_00277,ord_00451,4,2025-08-24 08:38:24.000000000
rev_00278,ord_00452,4,2025-02-13 22:04:48.000000000
rev_00279,ord_00453,5,2025-03-28 20:52:48.000000000
rev_00280,ord_00455,4,2024-03-14 12:14:24.000000000
rev_00281,ord_00456,5,2024-07-24 13:12:00.000000000
rev_00282,ord_00458,5,2024-11-24 17:45:36.000000000
rev_00283,ord_00461,3,2024-03-03 02:38:24.000000000
rev_00284,ord_00464,5,2024-04-19 01:12:00.000000000
rev_00285,ord_00466,5,2025-12-05 05:31:12.000000000
rev_00286,ord_00468,4,2025-11-22 16:33:35.999999999
rev_00287,ord_00469,1,2024-02-21 02:24:00.000000000
rev_00288,ord_00470,2,2026-01-02 09:21:36.000000000
rev_00289,ord_00471,5,2025-09-19 16:48:00.000000000
rev_00290,ord_00473,5,2025-05-09 12:43:12.000000000
rev_00291,ord_00474,4,2025-08-21 14:38:24.000000000
rev_00292,ord_00475,3,2024-09-13 17:31:12.000000000
rev_00293,ord_00476,3,2024-10-21 22:04:48.000000000
rev_00294,ord_00479,5,2024-04-28 00:00:00.000000000
rev_00295,ord_00480,1,2024-08-02 19:12:00.000000000
rev_00296,ord_00481,4,2025-07-25 02:38:24.000000000
rev_00297,ord_00482,5,2024-11-08 11:16:48.000000000
rev_00298,ord_00484,4,2024-06-26 15:36:00.000000000
rev_00299,ord_00485,5,2024-06-26 05:02:24.000000000
rev_00300,ord_00487,5,2024-04-19 11:45:36.000000000
rev_00301,ord_00488,4,2025-06-07 20:09:36.000000000
rev_00302,ord_00489,4,2024-11-17 13:12:00.000000000
rev_00303,ord_00490,5,2025-06-07 11:31:12.000000000
rev_00304,ord_00491,4,2024-11-03 04:33:36.000000000
rev_00305,ord_00493,3,2024-03-01 05:16:48.000000000
rev_00306,ord_00497,4,2025-03-28 05:31:12.000000000
rev_00307,ord_00498,4,2024-07-05 08:38:24.000000000
rev_00308,ord_00499,4,2025-01-18 11:31:12.000000000
rev_00309,ord_00501,3,2025-08-27 20:52:48.000000000
rev_00310,ord_00504,4,2025-01-17 02:38:24.000000000
rev_00311,ord_00506,5,2025-09-09 06:43:12.000000000
rev_00312,ord_00507,4,2024-07-05 22:48:00.000000000
rev_00313,ord_00508,5,2024-06-12 15:36:00.000000000
rev_00314,ord_00509,5,2024-03-16 07:40:48.000000000
rev_00315,ord_00510,5,2024-09-20 04:04:48.000000000
rev_00316,ord_00513,1,2025-04-29 22:48:00.000000000
rev_00317,ord_00517,3,2024-05-23 23:16:48.000000000
rev_00318,ord_00518,5,2025-04-29 05:45:36.000000000
rev_00319,ord_00520,4,2024-10-27 16:33:35.999999999
rev_00320,ord_00521,5,2025-05-14 14:52:48.000000000
rev_00321,ord_00524,3,2025-06-17 03:36:00.000000000
rev_00322,ord_00525,2,2025-05-25 08:09:36.000000000
rev_00323,ord_00526,4,2025-10-05 21:50:24.000000000
rev_00324,ord_00528,1,2025-07-28 22:04:48.000000000
rev_00325,ord_00531,4,2025-05-10 15:36:00.000000000
rev_00326,ord_00533,4,2024-08-19 22:04:48.000000000
rev_00327,ord_00534,5,2025-01-02 02:09:36.000000000
rev_00328,ord_00535,4,2024-12-17 06:57:36.000000000
rev_00329,ord_00536,4,2025-08-15 06:28:48.000000000
rev_00330,ord_00538,5,2025-02-18 12:57:36.000000000
rev_00331,ord_00539,2,2024-06-11 00:14:24.000000000
rev_00332,ord_00540,5,2025-05-28 07:40:48.000000000
rev_00333,ord_00542,4,2025-02-09 05:45:36.000000000
rev_00334,ord_00543,5,2025-03-20 23:16:48.000000000
rev_00335,ord_00544,3,2024-09-15 14:09:36.000000000
rev_00336,ord_00545,1,2024-09-12 11:45:36.000000000
rev_00337,ord_00546,4,2025-07-30 05:02:24.000000000
rev_00338,ord_00547,5,2024-05-02 14:09:36.000000000
rev_00339,ord_00550,4,2025-10-31 18:28:48.000000000
rev_00340,ord_00551,4,2024-08-02 15:36:00.000000000
rev_00341,ord_00552,5,2025-02-23 03:21:36.000000000
rev_00342,ord_00553,5,2024-02-19 04:48:00.000000000
rev_00343,ord_00554,4,2025-11-06 13:26:24.000000000
rev_00344,ord_00555,4,2025-06-12 04:19:12.000000000
rev_00345,ord_00557,4,2025-07-16 12:00:00.000000000
rev_00346,ord_00558,4,2024-08-23 04:04:48.000000000
rev_00347,ord_00559,5,2025-05-05 07:26:24.000000000
rev_00348,ord_00560,3,2025-08-29 20:09:36.000000000
rev_00349,ord_00561,3,2024-04-09 08:24:00.000000000
rev_00350,ord_00562,4,2025-12-02 04:33:36.000000000
rev_00351,ord_00563,4,2025-11-02 05:31:12.000000000
rev_00352,ord_00566,4,2024-08-27 02:38:24.000000000
rev_00353,ord_00567,5,2025-04-18 01:12:00.000000000
rev_00354,ord_00568,2,2024-05-08 12:57:36.000000000
rev_00355,ord_00570,5,2024-05-25 19:55:12.000000000
rev_00356,ord_00571,2,2025-10-21 11:16:48.000000000
rev_00357,ord_00573,5,2024-05-24 23:16:48.000000000
rev_00358,ord_00574,3,2024-03-21 11:45:36.000000000
rev_00359,ord_00575,4,2025-06-26 14:09:36.000000000
rev_00360,ord_00576,2,2024-06-25 09:36:00.000000000
rev_00361,ord_00578,2,2024-06-10 00:43:12.000000000
rev_00362,ord_00579,3,2024-09-18 10:33:36.000000000
rev_00363,ord_00580,5,2025-11-26 12:57:36.000000000
rev_00364,ord_00581,4,2025-02-05 01:55:12.000000000
rev_00365,ord_00582,5,2024-08-04 17:31:12.000000000
rev_00366,ord_00583,5,2024-06-05 21:21:36.000000000
rev_00367,ord_00585,1,2024-10-27 03:21:36.000000000
rev_00368,ord_00586,4,2024-04-27 12:14:24.000000000
rev_00369,ord_00587,3,2024-02-14 16:33:35.999999999
rev_00370,ord_00588,4,2024-04-19 23:31:12.000000000
rev_00371,ord_00589,4,2024-09-17 13:40:47.999999999
rev_00372,ord_00592,5,2025-06-14 16:04:48.000000000
rev_00373,ord_00593,4,2025-05-13 05:02:24.000000000
rev_00374,ord_00594,5,2025-10-24 18:28:48.000000000
rev_00375,ord_00601,3,2025-11-27 06:57:36.000000000
rev_00376,ord_00603,5,2024-06-30 04:19:12.000000000
rev_00377,ord_00604,2,2024-06-03 09:50:24.000000000
rev_00378,ord_00605,5,2025-11-19 02:09:36.000000000
rev_00379,ord_00606,3,2024-05-31 04:19:12.000000000
rev_00380,ord_00608,5,2024-11-23 17:02:24.000000000
rev_00381,ord_00610,1,2024-04-14 03:07:12.000000000
rev_00382,ord_00612,5,2025-02-27 11:02:24.000000000
rev_00383,ord_00613,4,2025-10-29 19:40:48.000000000
rev_00384,ord_00614,4,2024-06-26 20:52:48.000000000
rev_00385,ord_00618,4,2025-12-31 00:43:12.000000000
rev_00386,ord_00619,4,2024-04-26 17:02:24.000000000
rev_00387,ord_00620,5,2024-06-23 18:00:00.000000000
rev_00388,ord_00621,4,2025-09-24 20:09:36.000000000
rev_00389,ord_00622,4,2024-07-31 16:33:35.999999999
rev_00390,ord_00623,5,2024-07-10 12:28:48.000000000
rev_00391,ord_00625,5,2024-11-23 05:02:24.000000000
rev_00392,ord_00626,4,2025-09-25 22:33:36.000000000
rev_00393,ord_00628,1,2024-09-03 15:36:00.000000000
rev_00394,ord_00630,4,2025-10-15 18:43:12.000000000
rev_00395,ord_00632,3,2025-07-28 15:21:36.000000000
rev_00396,ord_00633,2,2024-11-24 00:14:24.000000000
rev_00397,ord_00634,4,2025-03-21 08:09:36.000000000
rev_00398,ord_00635,2,2025-07-21 02:38:24.000000000
rev_00399,ord_00636,5,2024-03-18 15:36:00.000000000
rev_00400,ord_00637,4,2025-01-02 14:38:24.000000000
rev_00401,ord_00639,4,2025-07-09 23:16:48.000000000
rev_00402,ord_00640,4,2025-05-10 03:36:00.000000000
rev_00403,ord_00644,2,2024-09-16 01:26:24.000000000
rev_00404,ord_00647,5,2025-04-10 11:02:24.000000000
rev_00405,ord_00649,3,2025-09-28 04:19:12.000000000
rev_00406,ord_00650,4,2025-06-15 18:43:12.000000000
rev_00407,ord_00655,5,2025-05-14 22:33:36.000000000
rev_00408,ord_00656,4,2024-06-25 06:28:48.000000000
rev_00409,ord_00657,3,2025-11-04 03:36:00.000000000
rev_00410,ord_00658,1,2025-04-13 00:28:48.000000000
rev_00411,ord_00660,5,2025-12-26 08:38:24.000000000
rev_00412,ord_00661,5,2025-03-27 07:12:00.000000000
rev_00413,ord_00662,5,2024-05-30 09:36:00.000000000
rev_00414,ord_00663,5,2025-02-26 20:09:36.000000000
rev_00415,ord_00664,5,2025-12-15 00:14:24.000000000
rev_00416,ord_00665,3,2024-12-11 05:45:36.000000000
rev_00417,ord_00666,2,2024-12-12 12:14:24.000000000
rev_00418,ord_00668,4,2024-08-16 19:12:00.000000000
rev_00419,ord_00669,4,2024-05-22 21:36:00.000000000
rev_00420,ord_00671,4,2025-10-31 12:00:00.000000000
rev_00421,ord_00672,4,2025-07-14 21:50:24.000000000
rev_00422,ord_00673,4,2024-04-08 18:28:48.000000000
rev_00423,ord_00674,3,2024-11-18 19:26:24.000000000
rev_00424,ord_00677,4,2025-06-07 12:28:48.000000000
rev_00425,ord_00678,3,2024-09-07 02:38:24.000000000
rev_00426,ord_00679,3,2025-09-19 17:02:24.000000000
rev_00427,ord_00680,3,2025-02-02 08:52:48.000000000
rev_00428,ord_00681,4,2025-06-05 09:50:24.000000000
rev_00429,ord_00682,3,2025-10-28 20:38:24.000000000
rev_00430,ord_00683,4,2025-06-20 15:21:36.000000000
rev_00431,ord_00685,5,2025-09-02 00:28:48.000000000
rev_00432,ord_00687,3,2024-09-04 07:40:48.000000000
rev_00433,ord_00688,5,2024-08-28 10:33:36.000000000
rev_00434,ord_00689,3,2025-10-23 12:14:24.000000000
rev_00435,ord_00690,4,2024-03-02 13:12:00.000000000
rev_00436,ord_00691,4,2025-11-25 22:19:12.000000000
rev_00437,ord_00693,1,2025-08-01 07:26:24.000000000
rev_00438,ord_00694,3,2024-10-05 15:36:00.000000000
rev_00439,ord_00696,3,2024-02-24 03:21:36.000000000
rev_00440,ord_00697,3,2024-10-17 23:02:24.000000000
rev_00441,ord_00698,5,2025-10-14 18:28:48.000000000
rev_00442,ord_00699,4,2024-08-18 02:38:24.000000000
rev_00443,ord_00700,5,2024-08-13 21:50:24.000000000
rev_00444,ord_00701,4,2025-10-31 18:43:12.000000000
rev_00445,ord_00702,2,2025-09-25 15:36:00.000000000
rev_00446,ord_00704,3,2025-04-18 20:38:24.000000000
rev_00447,ord_00707,4,2025-05-10 19:40:48.000000000
rev_00448,ord_00708,5,2024-05-03 13:55:12.000000000
rev_00449,ord_00709,4,2025-01-15 17:16:48.000000000
