product_id,product_category,list_price,product_weight_g,seller_id
prod_00181,electronics,5526.49,2044.0,sell_00003
prod_00182,electronics,6590.46,1407.0,sell_00092
prod_00183,furniture,6698.18,11850.0,sell_00025
prod_00184,electronics,6687.81,1661.0,sell_00077
prod_00185,electronics,6651.42,2161.0,sell_00005
prod_00186,grocery,249.53,418.0,sell_00025
prod_00187,sports,2157.82,736.0,sell_00072
prod_00188,fashion,805.8,659.0,sell_00010
prod_00189,sports,3241.42,871.0,sell_00143
prod_00190,grocery,336.59,855.0,sell_00104
prod_00191,electronics,3835.31,1790.0,sell_00081
prod_00192,home_decor,917.67,91.0,sell_00085
prod_00193,grocery,490.58,530.0,sell_00151
prod_00194,toys,771.12,594.0,sell_00152
prod_00195,furniture,4704.14,12086.0,sell_00008
prod_00196,home_decor,1818.32,379.0,sell_00123
prod_00197,furniture,7690.94,12342.0,sell_00084
prod_00198,home_decor,1720.18,604.0,sell_00140
prod_00199,books,530.98,324.0,sell_00141
prod_00200,grocery,383.62,463.0,sell_00127
prod_00201,electronics,11950.69,2379.0,sell_00121
prod_00202,electronics,2576.21,1999.0,sell_00038
prod_00203,beauty,499.6,915.0,sell_00153
prod_00204,toys,819.38,288.0,sell_00126
prod_00205,electronics,11644.17,1593.0,sell_00049
prod_00206,toys,1466.37,396.0,sell_00041
prod_00207,home_decor,2031.46,655.0,sell_00090
prod_00208,fashion,794.26,548.0,sell_00061
prod_00209,home_decor,1068.02,453.0,sell_00121
prod_00210,grocery,248.5,491.0,sell_00073
prod_00211,electronics,4717.7,1562.0,sell_00030
prod_00212,beauty,1065.71,546.0,sell_00071
prod_00213,electronics,5945.43,2134.0,sell_00146
prod_00214,grocery,336.34,146.0,sell_00149
prod_00215,toys,1143.93,704.0,sell_00056
prod_00216,home_decor,584.87,1014.0,sell_00143
prod_00217,home_decor,1425.8,545.0,sell_00016
prod_00218,fashion,677.7,441.0,sell_00177
prod_00219,fashion,986.65,877.0,sell_00137
prod_00220,toys,715.28,305.0,sell_00007
prod_00221,beauty,543.69,593.0,sell_00126
prod_00222,fashion,1186.85,288.0,sell_00088
prod_00223,books,430.97,50.0,sell_00159
prod_00224,fashion,1015.37,554.0,sell_00043
prod_00225,electronics,7343.31,1421.0,sell_00160
prod_00226,electronics,4523.9,1796.0,sell_00156
prod_00227,home_decor,1733.98,935.0,sell_00050
prod_00228,beauty,649.48,1156.0,sell_00077
prod_00229,electronics,5399.67,1828.0,sell_00115
prod_00230,beauty,505.28,906.0,sell_00043
prod_00231,home_decor,1281.72,720.0,sell_00179
prod_00232,sports,2978.5,485.0,sell_00034
prod_00233,electronics,6355.96,1223.0,sell_00043
prod_00234,fashion,659.4,1088.0,sell_00090
prod_00235,electronics,8590.31,1485.0,sell_00085
prod_00236,home_decor,1168.76,1015.0,sell_00009
prod_00237,electronics,7145.55,1961.0,sell_00163
prod_00238,fashion,866.82,307.0,sell_00043
prod_00239,books,579.31,694.0,sell_00018
prod_00240,electronics,5156.02,2440.0,sell_00093
prod_00241,books,595.7,1061.0,sell_00167
prod_00242,beauty,442.93,446.0,sell_00000
prod_00243,fashion,987.23,386.0,sell_00087
prod_00244,beauty,1043.0,630.0,sell_00163
prod_00245,home_decor,1482.41,550.0,sell_00160
prod_00246,books,718.01,960.0,sell_00030
prod_00247,books,362.32,822.0,sell_00111
prod_00248,books,435.99,92.0,sell_00150
prod_00249,home_decor,2333.52,738.0,sell_00120
prod_00250,sports,846.23,546.0,sell_00118
prod_00251,electronics,2774.12,1811.0,sell_00139
prod_00252,fashion,793.73,675.0,sell_00081
prod_00253,electronics,8350.42,2160.0,sell_00012
prod_00254,electronics,2837.59,2093.0,sell_00115
prod_00255,sports,2176.14,375.0,sell_00112
prod_00256,grocery,414.52,582.0,sell_00153
prod_00257,electronics,11082.74,1665.0,sell_00166
prod_00258,beauty,956.14,95.0,sell_00060
prod_00259,sports,2029.35,567.0,sell_00172
prod_00260,grocery,516.49,1153.0,sell_00001
prod_00261,sports,2139.51,86.0,sell_00174
prod_00262,electronics,5453.34,1793.0,sell_00024
prod_00263,electronics,3896.02,1783.0,sell_00116
prod_00264,sports,1441.3,686.0,sell_00122
prod_00265,electronics,6408.83,1511.0,sell_00113
prod_00266,grocery,371.44,172.0,sell_00178
prod_00267,grocery,99.0,186.0,sell_00099
prod_00268,furniture,8308.38,12399.0,sell_00023
prod_00269,home_decor,1414.01,305.0,sell_00109
prod_00270,books,476.66,450.0,sell_00052
prod_00271,sports,2824.88,1231.0,sell_00110
prod_00272,electronics,6922.36,1580.0,sell_00068
prod_00273,home_decor,954.31,703.0,sell_00007
prod_00274,electronics,2363.87,2119.0,sell_00114
prod_00275,fashion,1364.5,905.0,sell_00015
prod_00276,furniture,6262.37,11601.0,sell_00059
prod_00277,toys,1173.05,386.0,sell_00111
prod_00278,home_decor,2084.74,691.0,sell_00158
prod_00279,beauty,321.7,1179.0,sell_00056
prod_00280,electronics,7760.11,1572.0,sell_00053
prod_00281,home_decor,2033.38,452.0,sell_00054
prod_00282,electronics,8818.31,1926.0,sell_00103
prod_00283,sports,479.28,786.0,sell_00034
prod_00284,sports,1262.2,804.0,sell_00094
prod_00285,toys,496.74,346.0,sell_00144
prod_00286,grocery,414.13,440.0,sell_00014
prod_00287,electronics,7440.32,1865.0,sell_00173
prod_00288,books,99.0,979.0,sell_00095
prod_00289,electronics,5815.61,1728.0,sell_00112
prod_00290,fashion,1408.28,593.0,sell_00111
prod_00291,fashion,1156.97,292.0,sell_00170
prod_00292,electronics,6832.76,2359.0,sell_00119
prod_00293,electronics,5669.64,1846.0,sell_00159
prod_00294,home_decor,881.12,923.0,sell_00051
prod_00295,electronics,6461.2,1809.0,sell_00039
prod_00296,grocery,356.38,626.0,sell_00115
prod_00297,home_decor,1701.47,150.0,sell_00027
prod_00298,fashion,1368.15,50.0,sell_00020
prod_00299,furniture,9270.46,12376.0,sell_00038
prod_00300,beauty,968.25,623.0,sell_00048
prod_00301,fashion,955.65,662.0,sell_00017
prod_00302,grocery,173.11,225.0,sell_00131
prod_00303,home_decor,1633.76,329.0,sell_00104
prod_00304,electronics,6787.51,2119.0,sell_00036
prod_00305,beauty,821.75,1122.0,sell_00050
prod_00306,fashion,613.19,414.0,sell_00167
prod_00307,toys,1464.1,801.0,sell_00164
prod_00308,electronics,8116.39,1857.0,sell_00022
prod_00309,beauty,629.44,564.0,sell_00110
prod_00310,books,269.04,1156.0,sell_00058
prod_00311,furniture,12393.03,11864.0,sell_00064
prod_00312,electronics,3993.47,2172.0,sell_00107
prod_00313,home_decor,2508.07,714.0,sell_00177
prod_00314,grocery,274.88,595.0,sell_00104
prod_00315,sports,2883.92,1012.0,sell_00171
prod_00316,electronics,6080.32,1887.0,sell_00147
prod_00317,electronics,10096.2,1771.0,sell_00140
prod_00318,toys,668.52,1014.0,sell_00142
prod_00319,beauty,704.61,975.0,sell_00142
prod_00320,beauty,897.16,961.0,sell_00045
prod_00321,grocery,431.1,50.0,sell_00175
prod_00322,home_decor,1939.37,732.0,sell_00165
prod_00323,electronics,5391.0,1864.0,sell_00108
prod_00324,beauty,720.78,590.0,sell_00128
prod_00325,grocery,502.93,783.0,sell_00158
prod_00326,home_decor,1054.42,678.0,sell_00027
prod_00327,sports,2160.7,803.0,sell_00011
prod_00328,electronics,6001.41,1720.0,sell_00179
prod_00329,electronics,6968.36,2249.0,sell_00099
prod_00330,grocery,360.36,834.0,sell_00129
prod_00331,electronics,4706.66,1963.0,sell_00090
prod_00332,electronics,5906.92,1948.0,sell_00093
prod_00333,books,420.29,947.0,sell_00006
prod_00334,fashion,1060.45,907.0,sell_00052
prod_00335,fashion,1705.5,566.0,sell_00015
prod_00336,toys,1218.14,897.0,sell_00077
prod_00337,electronics,7159.71,1852.0,sell_00003
prod_00338,sports,1319.22,1175.0,sell_00144
prod_00339,home_decor,996.23,929.0,sell_00052
prod_00340,electronics,10990.42,1612.0,sell_00133
prod_00341,sports,1163.77,1299.0,sell_00009
prod_00342,home_decor,1455.79,50.0,sell_00005
prod_00343,grocery,394.22,791.0,sell_00076
prod_00344,grocery,311.86,391.0,sell_00141
prod_00345,toys,584.31,1165.0,sell_00146
prod_00346,home_decor,1015.4,676.0,sell_00098
prod_00347,home_decor,1132.21,362.0,sell_00110
prod_00348,grocery,263.09,520.0,sell_00123
prod_00349,fashion,1611.17,386.0,sell_00121
prod_00350,sports,1794.25,508.0,sell_00133
prod_00351,toys,735.0,501.0,sell_00005
prod_00352,home_decor,1452.41,375.0,sell_00077
prod_00353,electronics,8019.6,1881.0,sell_00151
prod_00354,sports,1582.89,717.0,sell_00079
prod_00355,beauty,920.99,301.0,sell_00026
prod_00356,home_decor,777.14,103.0,sell_00119
prod_00357,beauty,986.97,693.0,sell_00054
prod_00358,toys,897.18,760.0,sell_00092
prod_00359,home_decor,1376.47,819.0,sell_00093
prod_00360,home_decor,1060.42,765.0,sell_00125
prod_00361,books,228.1,1072.0,sell_00167
prod_00362,toys,375.0,899.0,sell_00124
prod_00363,furniture,6597.25,12804.0,sell_00179
prod_00364,electronics,7836.96,2730.0,sell_00003
prod_00365,grocery,232.24,73.0,sell_00140
prod_00366,books,183.22,50.0,sell_00075
prod_00367,sports,1227.29,598.0,sell_00131
prod_00368,home_decor,1211.43,751.0,sell_00015
prod_00369,electronics,5713.98,1777.0,sell_00094
prod_00370,fashion,1050.38,811.0,sell_00005
prod_00371,home_decor,1905.98,519.0,sell_00119
prod_00372,home_decor,2012.13,392.0,sell_00038
prod_00373,grocery,595.67,437.0,sell_00025
prod_00374,electronics,2803.34,1740.0,sell_00014
prod_00375,grocery,245.15,853.0,sell_00048
prod_00376,fashion,1368.92,454.0,sell_00172
prod_00377,toys,756.98,513.0,sell_00177
prod_00378,home_decor,1821.79,771.0,sell_00014
prod_00379,sports,1930.48,540.0,sell_00176
prod_00380,beauty,1086.91,935.0,sell_00105
prod_00381,grocery,477.73,324.0,sell_00058
prod_00382,electronics,8913.81,1459.0,sell_00169
prod_00383,electronics,5562.99,1891.0,sell_00043
prod_00384,furniture,8693.0,12121.0,sell_00032
prod_00385,electronics,5805.55,1541.0,sell_00041
prod_00386,sports,851.29,1003.0,sell_00026
prod_00387,electronics,9848.28,2377.0,sell_00087
prod_00388,electronics,8195.76,1612.0,sell_00025
prod_00389,beauty,615.47,1046.0,sell_00040
prod_00390,beauty,1019.63,50.0,sell_00066
prod_00391,beauty,545.56,923.0,sell_00116
prod_00392,fashion,392.32,343.0,sell_00154
prod_00393,books,541.03,893.0,sell_00013
prod_00394,furniture,4972.54,11712.0,sell_00113
prod_00395,home_decor,1304.07,579.0,sell_00018
prod_00396,home_decor,1501.0,357.0,sell_00178
prod_00397,home_decor,1588.88,536.0,sell_00049
prod_00398,books,518.78,1149.0,sell_00154
prod_00399,home_decor,1684.62,568.0,sell_00139
prod_00400,sports,2146.43,1233.0,sell_00058
prod_00401,fashion,795.56,484.0,sell_00058
prod_00402,beauty,772.09,1048.0,sell_00057
prod_00403,toys,425.75,112.0,sell_00084
prod_00404,fashion,1701.42,514.0,sell_00079
prod_00405,fashion,560.01,439.0,sell_00118
prod_00406,home_decor,1230.24,1061.0,sell_00083
prod_00407,fashion,592.23,656.0,sell_00141
prod_00408,home_decor,1042.22,50.0,sell_00083
prod_00409,toys,904.23,207.0,sell_00055
prod_00410,fashion,896.43,296.0,sell_00058
prod_00411,electronics,9103.16,2080.0,sell_00131
prod_00412,home_decor,1511.18,842.0,sell_00025
prod_00413,beauty,586.59,510.0,sell_00051
prod_00414,grocery,333.64,435.0,sell_00056
prod_00415,home_decor,1997.65,815.0,sell_00116
prod_00416,home_decor,1845.35,261.0,sell_00023
prod_00417,fashion,661.57,737.0,sell_00081
prod_00418,furniture,6855.95,12112.0,sell_00121
prod_00419,toys,1049.56,518.0,sell_00166
prod_00420,electronics,7303.91,1919.0,sell_00078
prod_00421,beauty,442.66,631.0,sell_00176
prod_00422,toys,1135.97,749.0,sell_00109
prod_00423,books,275.28,200.0,sell_00139
prod_00424,fashion,1601.97,784.0,sell_00043
prod_00425,books,474.12,908.0,sell_00164
prod_00426,beauty,422.68,696.0,sell_00046
prod_00427,electronics,5296.35,1980.0,sell_00024
prod_00428,electronics,5256.8,1767.0,sell_00014
prod_00429,fashion,1161.55,867.0,sell_00117
prod_00430,electronics,6035.95,1820.0,sell_00113
prod_00431,fashion,658.99,256.0,sell_00035
prod_00432,toys,460.81,846.0,sell_00158
prod_00433,toys,1072.94,110.0,sell_00049
prod_00434,electronics,7151.19,1885.0,sell_00109
prod_00435,electronics,6740.1,1685.0,sell_00094
prod_00436,sports,1970.56,466.0,sell_00106
prod_00437,fashion,861.72,652.0,sell_00133
prod_00438,electronics,6918.58,1587.0,sell_00166
prod_00439,toys,1699.63,754.0,sell_00129
prod_00440,electronics,9172.14,1817.0,sell_00163
prod_00441,electronics,5843.87,1615.0,sell_00156
prod_00442,books,326.73,1001.0,sell_00064
prod_00443,beauty,99.0,661.0,sell_00100
prod_00444,fashion,1511.45,789.0,sell_00035
prod_00445,sports,2295.56,1025.0,sell_00166
prod_00446,grocery,283.38,1020.0,sell_00174
prod_00447,electronics,3242.87,1974.0,sell_00159
prod_00448,sports,1072.18,509.0,sell_00133
prod_00449,electronics,7511.01,1371.0,sell_00152
prod_00450,fashion,1065.6,662.0,sell_00142
prod_00451,fashion,1366.26,928.0,sell_00041
prod_00452,fashion,1133.28,706.0,sell_00047
prod_00453,electronics,8699.38,767.0,sell_00095
prod_00454,toys,1016.42,861.0,sell_00075
prod_00455,fashion,1419.09,879.0,sell_00132
prod_00456,grocery,99.0,510.0,sell_00132
prod_00457,home_decor,795.17,897.0,sell_00175
prod_00458,toys,785.23,788.0,sell_00141
prod_00459,beauty,964.49,394.0,sell_00002
prod_00460,fashion,1824.0,981.0,sell_00061
prod_00461,sports,1696.53,220.0,sell_00058
prod_00462,toys,707.35,583.0,sell_00114
prod_00463,fashion,347.34,553.0,sell_00061
prod_00464,fashion,1432.47,352.0,sell_00176
prod_00465,beauty,565.2,691.0,sell_00051
prod_00466,beauty,1424.79,993.0,sell_00078
prod_00467,fashion,815.33,974.0,sell_00147
prod_00468,books,694.74,817.0,sell_00066
prod_00469,fashion,1388.12,91.0,sell_00008
prod_00470,fashion,704.12,199.0,sell_00059
prod_00471,beauty,756.88,650.0,sell_00064
prod_00472,furniture,11429.85,11990.0,sell_00110
prod_00473,home_decor,1289.63,451.0,sell_00128
prod_00474,home_decor,1810.61,1172.0,sell_00098
prod_00475,electronics,8356.3,1832.0,sell_00073
prod_00476,sports,2175.69,763.0,sell_00090
prod_00477,fashion,1093.66,896.0,sell_00025
prod_00478,fashion,647.65,616.0,sell_00032
prod_00479,electronics,6325.31,2577.0,sell_00109
prod_00480,grocery,371.57,318.0,sell_00155
prod_00481,fashion,377.72,418.0,sell_00094
prod_00482,beauty,741.46,317.0,sell_00010
prod_00483,electronics,6279.78,2269.0,sell_00176
prod_00484,electronics,3550.18,2041.0,sell_00058
prod_00485,electronics,5742.41,1637.0,sell_00134
prod_00486,fashion,979.94,341.0,sell_00161
prod_00487,fashion,1843.09,1015.0,sell_00177
prod_00488,home_decor,1507.86,709.0,sell_00020
prod_00489,home_decor,1907.66,1023.0,sell_00033
prod_00490,electronics,6231.97,1782.0,sell_00116
prod_00491,home_decor,481.78,753.0,sell_00137
prod_00492,electronics,8029.58,1890.0,sell_00150
prod_00493,electronics,5002.63,1613.0,sell_00099
prod_00494,electronics,5736.51,1757.0,sell_00028
prod_00495,sports,1136.63,245.0,sell_00128
prod_00496,grocery,358.91,748.0,sell_00120
prod_00497,sports,2471.06,828.0,sell_00084
prod_00498,electronics,8621.98,2097.0,sell_00114
prod_00499,furniture,13996.5,12200.0,sell_00038
prod_00500,furniture,14443.07,11962.0,sell_00145
prod_00501,fashion,312.34,1066.0,sell_00008
prod_00502,electronics,3784.51,2068.0,sell_00151
prod_00503,books,146.85,1017.0,sell_00150
prod_00504,furniture,10990.58,12435.0,sell_00123
prod_00505,books,302.97,562.0,sell_00146
prod_00506,sports,1491.82,716.0,sell_00164
prod_00507,beauty,646.93,832.0,sell_00029
prod_00508,furniture,10205.1,11655.0,sell_00098
prod_00509,electronics,3120.89,1462.0,sell_00116
prod_00510,electronics,3636.09,1410.0,sell_00169
prod_00511,toys,900.41,568.0,sell_00132
prod_00512,electronics,9227.15,1700.0,sell_00106
prod_00513,fashion,1090.22,169.0,sell_00100
prod_00514,home_decor,1012.09,645.0,sell_00025
prod_00515,home_decor,347.38,571.0,sell_00057
prod_00516,electronics,8667.34,2155.0,sell_00077
prod_00517,beauty,519.7,1204.0,sell_00158
prod_00518,fashion,658.24,737.0,sell_00155
prod_00519,beauty,279.75,391.0,sell_00115
prod_00520,home_decor,694.84,794.0,sell_00019
prod_00521,furniture,5972.18,12003.0,sell_00129
prod_00522,beauty,641.48,528.0,sell_00082
prod_00523,furniture,5192.46,11742.0,sell_00117
prod_00524,home_decor,1491.0,461.0,sell_00077
prod_00525,electronics,5939.33,1747.0,sell_00129
prod_00526,toys,1599.93,841.0,sell_00039
prod_00527,toys,363.1,753.0,sell_00026
prod_00528,electronics,6867.37,2348.0,sell_00039
prod_00529,sports,1909.62,802.0,sell_00166
prod_00530,sports,1150.75,727.0,sell_00013
prod_00531,electronics,6716.7,1708.0,sell_00051
prod_00532,beauty,888.55,289.0,sell_00061
prod_00533,home_decor,1447.28,429.0,sell_00150
prod_00534,electronics,9649.65,1590.0,sell_00064
prod_00535,grocery,99.0,50.0,sell_00160
prod_00536,fashion,775.74,297.0,sell_00177
prod_00537,toys,1364.64,1081.0,sell_00117
prod_00538,books,527.68,711.0,sell_00061
prod_00539,furniture,10702.61,11887.0,sell_00107
prod_00540,fashion,1574.79,720.0,sell_00120
prod_00541,fashion,362.13,50.0,sell_00019
prod_00542,home_decor,1789.85,685.0,sell_00149
prod_00543,sports,2470.55,983.0,sell_00078
prod_00544,fashion,846.4,564.0,sell_00152
prod_00545,books,768.09,68.0,sell_00110
prod_00546,home_decor,1496.21,476.0,sell_00154
prod_00547,electronics,1511.45,2184.0,sell_00014
prod_00548,grocery,396.71,678.0,sell_00007
prod_00549,toys,673.24,175.0,sell_00020
prod_00550,home_decor,1970.85,1310.0,sell_00157
prod_00551,sports,2145.2,224.0,sell_00178
prod_00552,fashion,869.8,527.0,sell_00179
prod_00553,books,610.34,289.0,sell_00059
prod_00554,fashion,1461.69,289.0,sell_00047
prod_00555,beauty,497.16,464.0,sell_00062
prod_00556,electronics,6154.1,1991.0,sell_00147
prod_00557,electronics,7675.99,2187.0,sell_00045
prod_00558,toys,785.26,484.0,sell_00098
prod_00559,fashion,971.26,297.0,sell_00116
prod_00560,electronics,6583.55,1944.0,sell_00065
prod_00561,electronics,4075.31,1952.0,sell_00085
